"","gene","comparison","scaffold","Gene.Predict","id","gene.start","gene.stop","pos1","pos2","pos3","attr","GO"
"290","rna-XR_003446838.1","control_vs_mid","NW_020843675.1","Gnomon","lnc_RNA",81300,82576,".","+",".","ID=rna-XR_003446838.1;Parent=gene-LOC113678040;Dbxref=GeneID:113678040,Genbank:XR_003446838.1;Name=XR_003446838.1;gbkey=ncRNA;gene=LOC113678040;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 45 samples with support for all annotated introns;product=uncharacterized LOC113678040;transcript_id=XR_003446838.1;;Pocillopora damicornis;113678040;uncharacterized LOC113678040",""
"291","rna-XR_003446887.1","control_vs_mid","NW_020843682.1","Gnomon","lnc_RNA",146466,147108,".","+",".","ID=rna-XR_003446887.1;Parent=gene-LOC113678445;Dbxref=GeneID:113678445,Genbank:XR_003446887.1;Name=XR_003446887.1;gbkey=ncRNA;gene=LOC113678445;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 34 samples with support for all annotated introns;product=uncharacterized LOC113678445;transcript_id=XR_003446887.1;;Pocillopora damicornis;113678445;uncharacterized LOC113678445",""
"292","rna-XR_003446946.1","control_vs_mid","NW_020846492.1","Gnomon","lnc_RNA",568533,571525,".","+",".","ID=rna-XR_003446946.1;Parent=gene-LOC113679023;Dbxref=GeneID:113679023,Genbank:XR_003446946.1;Name=XR_003446946.1;gbkey=ncRNA;gene=LOC113679023;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 23 samples with support for all annotated introns;product=uncharacterized LOC113679023%2C transcript variant X3;transcript_id=XR_003446946.1;;Pocillopora damicornis;113679023;uncharacterized LOC113679023",""
"293","rna-XR_003447094.1","control_vs_mid","NW_020846753.1","Gnomon","lnc_RNA",136689,138002,".","-",".","ID=rna-XR_003447094.1;Parent=gene-LOC113680606;Dbxref=GeneID:113680606,Genbank:XR_003447094.1;Name=XR_003447094.1;gbkey=ncRNA;gene=LOC113680606;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 2 samples with support for all annotated introns;product=uncharacterized LOC113680606;transcript_id=XR_003447094.1;;Pocillopora damicornis;113680606;uncharacterized LOC113680606",""
"294","rna-XR_003447215.1","control_vs_mid","NW_020846911.1","Gnomon","transcript",31017,36118,".","+",".","ID=rna-XR_003447215.1;Parent=gene-LOC113681729;Dbxref=GeneID:113681729,Genbank:XR_003447215.1;Name=XR_003447215.1;exception=annotated by transcript or proteomic data;gbkey=misc_RNA;gene=LOC113681729;inference=similar to RNA sequence (same species):INSD:GEFF01001914.1;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 6 samples with support for all annotated introns;partial=true;product=protein kinase 2-like%2C transcript variant X2;start_range=.,31017;transcript_id=XR_003447215.1;;Pocillopora damicornis;113681729;protein kinase 2-like",""
"295","rna-XR_003447353.1","control_vs_mid","NW_020847187.1","Gnomon","lnc_RNA",541847,544821,".","-",".","ID=rna-XR_003447353.1;Parent=gene-LOC113683077;Dbxref=GeneID:113683077,Genbank:XR_003447353.1;Name=XR_003447353.1;gbkey=ncRNA;gene=LOC113683077;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 21 samples with support for all annotated introns;product=uncharacterized LOC113683077;transcript_id=XR_003447353.1;;Pocillopora damicornis;113683077;uncharacterized LOC113683077",""
"296","rna-XR_003447402.1","control_vs_mid","NW_020847258.1","Gnomon","transcript",46287,47286,".","+",".","ID=rna-XR_003447402.1;Parent=gene-LOC113683643;Dbxref=GeneID:113683643,Genbank:XR_003447402.1;Name=XR_003447402.1;gbkey=misc_RNA;gene=LOC113683643;model_evidence=Supporting evidence includes similarity to: 2 mRNAs%2C 3 Proteins%2C and 90%25 coverage of the annotated genomic feature by RNAseq alignments;product=uncharacterized LOC113683643;transcript_id=XR_003447402.1;;Pocillopora damicornis;113683643;uncharacterized LOC113683643",""
"297","rna-XR_003447411.1","control_vs_mid","NW_020847288.1","Gnomon","lnc_RNA",247147,251476,".","+",".","ID=rna-XR_003447411.1;Parent=gene-LOC113683802;Dbxref=GeneID:113683802,Genbank:XR_003447411.1;Name=XR_003447411.1;gbkey=ncRNA;gene=LOC113683802;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 33 samples with support for all annotated introns;product=uncharacterized LOC113683802;transcript_id=XR_003447411.1;;Pocillopora damicornis;113683802;uncharacterized LOC113683802",""
"298","rna-XR_003447424.1","control_vs_mid","NW_020843823.1","Gnomon","lnc_RNA",1202,2784,".","-",".","ID=rna-XR_003447424.1;Parent=gene-LOC113683927;Dbxref=GeneID:113683927,Genbank:XR_003447424.1;Name=XR_003447424.1;gbkey=ncRNA;gene=LOC113683927;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 27 samples with support for all annotated introns;product=uncharacterized LOC113683927;transcript_id=XR_003447424.1;;Pocillopora damicornis;113683927;uncharacterized LOC113683927",""
"299","rna-XR_003447483.1","control_vs_mid","NW_020847454.1","Gnomon","lnc_RNA",30881,38007,".","+",".","ID=rna-XR_003447483.1;Parent=gene-LOC113684636;Dbxref=GeneID:113684636,Genbank:XR_003447483.1;Name=XR_003447483.1;gbkey=ncRNA;gene=LOC113684636;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 2 samples with support for all annotated introns;product=uncharacterized LOC113684636%2C transcript variant X1;transcript_id=XR_003447483.1;;Pocillopora damicornis;113684636;uncharacterized LOC113684636",""
"300","rna-XR_003447516.1","control_vs_mid","NW_020847490.1","Gnomon","lnc_RNA",97416,104222,".","+",".","ID=rna-XR_003447516.1;Parent=gene-LOC113684905;Dbxref=GeneID:113684905,Genbank:XR_003447516.1;Name=XR_003447516.1;gbkey=ncRNA;gene=LOC113684905;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 17 samples with support for all annotated introns;product=uncharacterized LOC113684905;transcript_id=XR_003447516.1;;Pocillopora damicornis;113684905;uncharacterized LOC113684905",""
"301","rna-XR_003447657.1","control_vs_mid","NW_020843834.1","Gnomon","lnc_RNA",560083,560883,".","-",".","ID=rna-XR_003447657.1;Parent=gene-LOC113686536;Dbxref=GeneID:113686536,Genbank:XR_003447657.1;Name=XR_003447657.1;gbkey=ncRNA;gene=LOC113686536;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 12 samples with support for all annotated introns;product=uncharacterized LOC113686536;transcript_id=XR_003447657.1;;Pocillopora damicornis;113686536;uncharacterized LOC113686536",""
"302","rna-XR_003447690.1","control_vs_mid","NW_020843862.1","Gnomon","lnc_RNA",188275,192601,".","-",".","ID=rna-XR_003447690.1;Parent=gene-LOC113686863;Dbxref=GeneID:113686863,Genbank:XR_003447690.1;Name=XR_003447690.1;gbkey=ncRNA;gene=LOC113686863;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 21 samples with support for all annotated introns;product=uncharacterized LOC113686863%2C transcript variant X2;transcript_id=XR_003447690.1;;Pocillopora damicornis;113686863;uncharacterized LOC113686863",""
