Orthogroup	Mcavernosa.maker.proteins	plut2v1.1.proteins
OG0001973	Mcavernosa17946-RA, Mcavernosa17943-RA	jamg1.model.Sc0000152.40
OG0001974	Mcavernosa34723-RA	jamg1.model.Sc0000155.39, jamg1.model.Sc0000155.35, jamg1.model.Sc0000973.2, jamg1.model.Sc0000155.37, jamg1.model.Sc0000973.1, jamg1.model.Sc0000155.40
OG0001975	Mcavernosa13939-RA	plut2.m8.21674.m1
OG0001976	Mcavernosa11795-RA, Mcavernosa11798-RA, Mcavernosa00666-RA	plut2.m8.32639.m1, plut2.m8.32636.m1, plut2.m8.32635.m1
OG0001977	Mcavernosa29696-RA	plut2.m8.2326.m1
OG0001978	Mcavernosa17652-RA	plut2.m8.28422.m1
OG0001979	Mcavernosa32767-RA, Mcavernosa26564-RA	plut2.m8.24102.m1
OG0001979	Mcavernosa26565-RA, Mcavernosa33404-RA	plut2.m8.24101.m1
OG0001980	Mcavernosa29014-RA, Mcavernosa05284-RA, Mcavernosa05283-RA, Mcavernosa07800-RA	plut2.m8.8639.m1
OG0001982	Mcavernosa01111-RA	plut2.m8.13028.m1
OG0001982	Mcavernosa08916-RA	plut2.m8.12154.m1, plut2.m8.32026.m1
OG0001984	Mcavernosa21598-RA	plut2.m8.5501.m1, plut2.m8.5497.m1
OG0001985	Mcavernosa15596-RA, Mcavernosa15598-RA, Mcavernosa15600-RA	jamg1.model.Sc0000039.87
OG0001986	Mcavernosa30782-RA	plut2.m8.20923.m1
OG0001986	Mcavernosa30783-RA, Mcavernosa33628-RA	plut2.m8.20922.m1
OG0001987	Mcavernosa18486-RA	plut2.m8.2703.m1
OG0001988	Mcavernosa34455-RA	plut2.m8.3421.m1
OG0001988	Mcavernosa11317-RA	plut2.m8.12578.m1
OG0001989	Mcavernosa09632-RA, Mcavernosa09624-RA, Mcavernosa09631-RA	plut2.m8.19506.m1
OG0001990	Mcavernosa26733-RA	plut2.m8.4141.m1
OG0001992	Mcavernosa08250-RA	plut2.m8.4284.m1
OG0001992	Mcavernosa08248-RA	jamg1.model.Sc0000037.93
OG0001994	Mcavernosa10532-RA, Mcavernosa10531-RA, Mcavernosa10533-RA, Mcavernosa24632-RA	plut2.m8.3293.m1
OG0001995	Mcavernosa18752-RA	plut2.m8.23263.m1
OG0001996	Mcavernosa34143-RA, Mcavernosa11606-RA	plut2.m8.22155.m1
OG0001997	Mcavernosa27926-RA	plut2.m8.84.m1
OG0001997	Mcavernosa27925-RA	jamg1.model.Sc0000000.123
OG0001998	Mcavernosa05568-RA	plut2.m8.25194.m1
OG0001999	Mcavernosa11690-RA, Mcavernosa11687-RA	plut2.m8.4608.m1
OG0001999	Mcavernosa35152-RA	plut2.m8.4607.m1, plut2.m8.4606.m1
OG0002000	Mcavernosa04457-RA, Mcavernosa04461-RA	plut2.m8.19165.m1
OG0002001	Mcavernosa04456-RA	plut2.m8.19155.m1
OG0002002	Mcavernosa27359-RA	plut2.m8.31276.m1, plut2.m8.8106.m1, plut2.m8.8111.m1
OG0002003	Mcavernosa06502-RA	plut2.m8.11460.m1
OG0002004	Mcavernosa02794-RA	plut2.m8.9733.m1
OG0002005	Mcavernosa00148-RA	plut2.m8.12751.m1, plut2.m8.12749.m1
OG0002006	Mcavernosa29271-RA, Mcavernosa15858-RA, Mcavernosa23209-RA, Mcavernosa32615-RA	plut2.m8.21029.m1
OG0002007	Mcavernosa26355-RA	plut2.m8.24778.m1
OG0002007	Mcavernosa21181-RA	plut2.m8.15850.m1, plut2.m8.15847.m1
OG0002008	Mcavernosa19615-RA	plut2.m8.9382.m1
OG0002010	Mcavernosa10776-RA, Mcavernosa25731-RA, Mcavernosa01305-RA, Mcavernosa33440-RA, Mcavernosa33439-RA	plut2.m8.25447.m1, plut2.m8.25640.m1, plut2.m8.26635.m1, plut2.m8.24940.m1, plut2.m8.21059.m1
OG0002011	Mcavernosa34924-RA	plut2.m8.24272.m1
OG0002012	Mcavernosa33939-RA, Mcavernosa33938-RA, Mcavernosa03880-RA, Mcavernosa02082-RA	plut2.m8.11449.m1
OG0002013	Mcavernosa11574-RA	plut2.m8.17006.m1
OG0002014	Mcavernosa03407-RA	plut2.m8.3926.m1
OG0002014	Mcavernosa04236-RA	plut2.m8.3920.m1, plut2.m8.3922.m1
OG0002015	Mcavernosa07487-RA	plut2.m8.11568.m1
OG0002016	Mcavernosa21218-RA	plut2.m8.24026.m1
OG0002017	Mcavernosa29539-RA	plut2.m8.32692.m1
OG0002017	Mcavernosa21688-RA	plut2.m8.19358.m1
OG0002019	Mcavernosa18445-RA	jamg1.model.xfSc0005698.1, plut2.m8.26666.m1, plut2.m8.26671.m1
OG0002020	Mcavernosa03535-RA	plut2.m8.20632.m1
OG0002021	Mcavernosa08646-RA, Mcavernosa08649-RA	plut2.m8.20063.m1
OG0002022	Mcavernosa21139-RA	jamg1.model.xfSc0000370.3, plut2.m8.20776.m1, jamg1.model.Sc0000389.27, plut2.m8.20778.m1, jamg1.model.Sc0000389.31
OG0002023	Mcavernosa23579-RA, Mcavernosa23580-RA, Mcavernosa23581-RA	plut2.m8.2151.m1
OG0002024	Mcavernosa23587-RA	plut2.m8.2149.m1
OG0002025	Mcavernosa09262-RA	plut2.m8.1977.m1
OG0002025	Mcavernosa29070-RA, Mcavernosa09264-RA	plut2.m8.1975.m1
OG0002026	Mcavernosa18954-RA	plut2.m8.16937.m1, plut2.m8.16938.m1
OG0002027	Mcavernosa32163-RA	plut2.m8.1623.m1
OG0002028	Mcavernosa29824-RA	plut2.m8.22074.m1
OG0002028	Mcavernosa10726-RA	plut2.m8.22077.m1
OG0002029	Mcavernosa33973-RA	plut2.m8.29507.m1
OG0002030	Mcavernosa13703-RA	plut2.m8.10375.m1
OG0002030	Mcavernosa13704-RA	plut2.m8.10376.m1
OG0002031	Mcavernosa12741-RA, Mcavernosa32196-RA, Mcavernosa12742-RA	plut2.m8.10671.m1, plut2.m8.23768.m1, plut2.m8.10674.m1
OG0002032	Mcavernosa19913-RA, Mcavernosa34223-RA	plut2.m8.20480.m1
OG0002033	Mcavernosa11004-RA	plut2.m8.7168.m1
OG0002033	Mcavernosa23136-RA, Mcavernosa23139-RA	plut2.m8.7172.m1
OG0002034	Mcavernosa18422-RA	plut2.m8.3844.m1, plut2.m8.3884.m1
OG0002035	Mcavernosa14527-RA	jamg1.model.Sc0000043.105
OG0002036	Mcavernosa27587-RA	plut2.m8.31189.m1, plut2.m8.14816.m1, plut2.m8.10966.m1
OG0002037	Mcavernosa04226-RA, Mcavernosa04230-RA, Mcavernosa32533-RA	plut2.m8.874.m1
OG0002038	Mcavernosa18182-RA, Mcavernosa29542-RA	plut2.m8.9112.m1
OG0002039	Mcavernosa31472-RA	plut2.m8.2385.m1, plut2.m8.3285.m1, plut2.m8.14965.m1
OG0002040	Mcavernosa05563-RA	plut2.m8.3462.m1, plut2.m8.16998.m1
OG0002041	Mcavernosa06151-RA, Mcavernosa29071-RA	plut2.m8.22326.m1
OG0002043	Mcavernosa24592-RA	plut2.m8.3719.m1
OG0002043	Mcavernosa24593-RA, Mcavernosa24589-RA	plut2.m8.3718.m1
OG0002044	Mcavernosa14467-RA	plut2.m8.9031.m1
OG0002044	Mcavernosa14466-RA	plut2.m8.9032.m1
OG0002045	Mcavernosa01683-RA, Mcavernosa24617-RA	plut2.m8.29044.m1, plut2.m8.29042.m1
OG0002046	Mcavernosa33043-RA, Mcavernosa29864-RA	plut2.m8.9147.m1, plut2.m8.20418.m1, plut2.m8.9143.m1, plut2.m8.9415.m1, plut2.m8.9142.m1
OG0002048	Mcavernosa17265-RA	plut2.m8.26949.m1
OG0002050	Mcavernosa31516-RA, Mcavernosa31515-RA	plut2.m8.19910.m1
OG0002050	Mcavernosa10181-RA, Mcavernosa31522-RA	plut2.m8.25614.m1, plut2.m8.1065.m1
OG0002053	Mcavernosa17360-RA, Mcavernosa28304-RA, Mcavernosa28301-RA	plut2.m8.26691.m1
OG0002054	Mcavernosa04362-RA, Mcavernosa33930-RA	jamg1.model.xpSc0007134.3, plut2.m8.32999.m1
OG0002055	Mcavernosa01398-RA, Mcavernosa01394-RA	plut2.m8.39.m1, jamg1.model.Sc0000000.53
OG0002056	Mcavernosa00586-RA, Mcavernosa10447-RA, Mcavernosa20751-RA, Mcavernosa21108-RA, Mcavernosa21109-RA, Mcavernosa21119-RA, Mcavernosa21123-RA	plut2.m8.16672.m1
OG0002060	Mcavernosa04266-RA	plut2.m8.11118.m1
OG0002060	Mcavernosa32233-RA	plut2.m8.11113.m1
OG0002062	Mcavernosa12443-RA, Mcavernosa12453-RA	plut2.m8.11876.m1, plut2.m8.17542.m1, plut2.m8.11701.m1, plut2.m8.30964.m1, plut2.m8.9404.m1
OG0002063	Mcavernosa09324-RA	plut2.m8.9346.m1
OG0002065	Mcavernosa23860-RA	plut2.m8.15376.m1, plut2.m8.15371.m1
OG0002066	Mcavernosa19172-RA	plut2.m8.22851.m1
OG0002066	Mcavernosa29437-RA, Mcavernosa29438-RA, Mcavernosa02381-RA	plut2.m8.22852.m1, plut2.m8.33454.m1, plut2.m8.12368.m1
OG0002069	Mcavernosa27856-RA	jamg1.model.Sc0000074.34, jamg1.model.Sc0000074.30, jamg1.model.Sc0000074.29, jamg1.model.Sc0000074.32
OG0002070	Mcavernosa18321-RA, Mcavernosa18327-RA, Mcavernosa18323-RA	plut2.m8.76.m1, plut2.m8.75.m1, plut2.m8.74.m1
OG0002075	Mcavernosa30377-RA, Mcavernosa30373-RA	jamg1.model.xpSc0007078.5, jamg1.model.Sc0000098.33, jamg1.model.Sc0000068.21, plut2.m8.27661.m1, plut2.m8.25772.m1, jamg1.model.Sc0000322.31, jamg1.model.Sc0000451.15, jamg1.model.Sc0000129.72
OG0002081	Mcavernosa04427-RA	plut2.m8.4771.m1
OG0002081	Mcavernosa04425-RA	jamg1.model.Sc0000172.79
OG0002082	Mcavernosa31399-RA, Mcavernosa04413-RA	plut2.m8.4774.m1
OG0002084	Mcavernosa29762-RA	plut2.m8.274.m1
OG0002085	Mcavernosa29763-RA	plut2.m8.271.m1
OG0002089	Mcavernosa33917-RA	plut2.m8.18210.m1
OG0002090	Mcavernosa21085-RA	plut2.m8.27575.m1
OG0002091	Mcavernosa23671-RA, Mcavernosa20238-RA, Mcavernosa20237-RA, Mcavernosa23670-RA	plut2.m8.15334.m1
OG0002092	Mcavernosa11212-RA	plut2.m8.15325.m1
OG0002092	Mcavernosa11210-RA	plut2.m8.15327.m1
OG0002095	Mcavernosa18539-RA	plut2.m8.8204.m1
OG0002095	Mcavernosa18538-RA	jamg1.model.Sc0000087.43
OG0002099	Mcavernosa31211-RA	plut2.m8.12735.m1, plut2.m8.12737.m1
OG0002100	Mcavernosa31372-RA, Mcavernosa21455-RA	plut2.m8.23401.m1
OG0002101	Mcavernosa28794-RA	plut2.m8.17183.m1
OG0002101	Mcavernosa28795-RA	plut2.m8.17185.m1
OG0002103	Mcavernosa00632-RA	plut2.m8.5346.m1
OG0002104	Mcavernosa27304-RA	plut2.m8.5339.m1, plut2.m8.5348.m1, plut2.m8.5343.m1
OG0002106	Mcavernosa30279-RA, Mcavernosa04778-RA	jamg1.model.Sc0000236.6
OG0002107	Mcavernosa06950-RA, Mcavernosa23158-RA	plut2.m8.18305.m1
OG0002108	Mcavernosa35177-RA, Mcavernosa04532-RA	plut2.m8.32097.m1
OG0002108	Mcavernosa29193-RA	plut2.m8.24598.m1
OG0002109	Mcavernosa14447-RA	plut2.m8.8414.m1
OG0002110	Mcavernosa05789-RA, Mcavernosa24765-RA, Mcavernosa22083-RA	plut2.m8.29585.m1
OG0002111	Mcavernosa04474-RA	plut2.m8.13368.m1
OG0002113	Mcavernosa25247-RA	plut2.m8.7636.m1
OG0002114	Mcavernosa27918-RA	plut2.m8.11844.m1
OG0002116	Mcavernosa13361-RA, Mcavernosa13360-RA, Mcavernosa33664-RA, Mcavernosa13359-RA	plut2.m8.1409.m1
OG0002118	Mcavernosa12652-RA, Mcavernosa22539-RA	plut2.m8.16925.m1
OG0002118	Mcavernosa12649-RA	plut2.m8.16923.m1
OG0002119	Mcavernosa27040-RA	plut2.m8.30206.m1
OG0002121	Mcavernosa06002-RA	plut2.m8.18319.m1
OG0002121	Mcavernosa06003-RA	plut2.m8.18318.m1
OG0002122	Mcavernosa07247-RA	plut2.m8.19861.m1
OG0002125	Mcavernosa20437-RA, Mcavernosa20439-RA, Mcavernosa33850-RA	plut2.m8.32207.m1
OG0002126	Mcavernosa07030-RA	plut2.m8.7104.m1
OG0002127	Mcavernosa01796-RA	plut2.m8.6517.m1, plut2.m8.23600.m1
OG0002128	Mcavernosa33846-RA	plut2.m8.25749.m1
OG0002129	Mcavernosa27174-RA, Mcavernosa27205-RA	jamg1.model.Sc0000759.3
OG0002131	Mcavernosa20314-RA	plut2.m8.24458.m1
OG0002131	Mcavernosa33347-RA	plut2.m8.24459.m1
OG0002132	Mcavernosa18226-RA	plut2.m8.26309.m1, plut2.m8.33381.m1
OG0002133	Mcavernosa22989-RA, Mcavernosa04834-RA	plut2.m8.12549.m1
OG0002134	Mcavernosa18172-RA	jamg1.model.Sc0000047.110
OG0002135	Mcavernosa10261-RA	plut2.m8.19171.m1
OG0002136	Mcavernosa30190-RA, Mcavernosa30604-RA	plut2.m8.21542.m1, jamg1.model.Sc0000098.102
OG0002137	Mcavernosa04023-RA	plut2.m8.4083.m1
OG0002138	Mcavernosa30046-RA, Mcavernosa24525-RA, Mcavernosa27033-RA	plut2.m8.5177.m1, plut2.m8.12014.m1
OG0002139	Mcavernosa25330-RA	plut2.m8.8438.m1
OG0002143	Mcavernosa31869-RA	plut2.m8.17220.m1, plut2.m8.816.m1
OG0002144	Mcavernosa19423-RA	plut2.m8.20982.m1
OG0002145	Mcavernosa04281-RA	plut2.m8.11107.m1
OG0002146	Mcavernosa33934-RA	plut2.m8.5492.m1
OG0002146	Mcavernosa12219-RA	plut2.m8.23418.m1
OG0002148	Mcavernosa17340-RA	plut2.m8.14971.m1, plut2.m8.32015.m1
OG0002153	Mcavernosa14913-RA, Mcavernosa18247-RA	plut2.m8.11042.m1
OG0002153	Mcavernosa14878-RA	plut2.m8.3092.m1
OG0002154	Mcavernosa08258-RA, Mcavernosa34740-RA, Mcavernosa29431-RA, Mcavernosa29432-RA	jamg1.model.Sc0000125.52
OG0002155	Mcavernosa09651-RA, Mcavernosa09653-RA	plut2.m8.504.m1
OG0002156	Mcavernosa30024-RA	plut2.m8.18419.m1
OG0002156	Mcavernosa33835-RA	plut2.m8.18417.m1
OG0002158	Mcavernosa17240-RA	plut2.m8.9246.m1
OG0002159	Mcavernosa08345-RA	plut2.m8.32057.m1
OG0002163	Mcavernosa20887-RA	plut2.m8.14132.m1, plut2.m8.1962.m1, plut2.m8.32912.m1
OG0002164	Mcavernosa01593-RA	plut2.m8.7725.m1
OG0002165	Mcavernosa01588-RA	plut2.m8.7723.m1
OG0002165	Mcavernosa01589-RA, Mcavernosa01586-RA	plut2.m8.7724.m1
OG0002166	Mcavernosa21490-RA	plut2.m8.16132.m1
OG0002167	Mcavernosa24361-RA	plut2.m8.15730.m1, plut2.m8.15733.m1, plut2.m8.15729.m1
OG0002169	Mcavernosa14781-RA	plut2.m8.22500.m1
OG0002170	Mcavernosa03722-RA, Mcavernosa03723-RA	plut2.m8.32435.m1, plut2.m8.3337.m1, plut2.m8.32434.m1
OG0002171	Mcavernosa20343-RA	plut2.m8.21034.m1
OG0002173	Mcavernosa32996-RA	plut2.m8.32024.m1
OG0002176	Mcavernosa21870-RA	jamg1.model.Sc0000061.20, jamg1.model.Sc0000061.21
OG0002177	Mcavernosa12500-RA, Mcavernosa02828-RA	plut2.m8.19717.m1, plut2.m8.19722.m1, plut2.m8.19718.m1
OG0002180	Mcavernosa03527-RA, Mcavernosa03528-RA, Mcavernosa03529-RA, Mcavernosa32895-RA	plut2.m8.20642.m1
OG0002181	Mcavernosa30730-RA	plut2.m8.19394.m1
OG0002182	Mcavernosa30194-RA	plut2.m8.19817.m1, plut2.m8.19816.m1
OG0002183	Mcavernosa10275-RA	plut2.m8.19189.m1
OG0002183	Mcavernosa31809-RA	plut2.m8.2893.m1
OG0002184	Mcavernosa00431-RA	plut2.m8.9711.m1
OG0002185	Mcavernosa00433-RA	plut2.m8.9703.m1
OG0002186	Mcavernosa27913-RA	plut2.m8.11840.m1
OG0002187	Mcavernosa31233-RA	plut2.m8.5168.m1
OG0002188	Mcavernosa21241-RA	plut2.m8.26387.m1
OG0002189	Mcavernosa11468-RA, Mcavernosa11467-RA, Mcavernosa34105-RA	plut2.m8.33281.m1, plut2.m8.33282.m1
OG0002190	Mcavernosa34994-RA, Mcavernosa33064-RA, Mcavernosa33360-RA	plut2.m8.11148.m1
OG0002191	Mcavernosa06644-RA	plut2.m8.29355.m1
OG0002192	Mcavernosa34793-RA	plut2.m8.21152.m1
OG0002193	Mcavernosa24119-RA	plut2.m8.23523.m1
OG0002193	Mcavernosa24118-RA	plut2.m8.2065.m1
OG0002194	Mcavernosa11609-RA	plut2.m8.22163.m1
OG0002195	Mcavernosa15659-RA	plut2.m8.29078.m1
OG0002196	Mcavernosa19972-RA	plut2.m8.7554.m1
OG0002197	Mcavernosa01382-RA	plut2.m8.7095.m1
OG0002198	Mcavernosa09064-RA	plut2.m8.6121.m1
OG0002199	Mcavernosa24610-RA	plut2.m8.3702.m1
OG0002200	Mcavernosa10834-RA	plut2.m8.11922.m1, jamg1.model.Sc0000391.28
OG0002201	Mcavernosa20731-RA	plut2.m8.19223.m1, plut2.m8.19228.m1
OG0002203	Mcavernosa12931-RA, Mcavernosa12930-RA	plut2.m8.15861.m1
OG0002207	Mcavernosa29069-RA	jamg1.model.xpSc0007251.1, jamg1.model.Sc0000316.21, jamg1.model.xfSc0000156.11, jamg1.model.xfSc0000064.7, jamg1.model.xfSc0000381.3
OG0002208	Mcavernosa23988-RA, Mcavernosa19843-RA	plut2.m8.19042.m1
OG0002208	Mcavernosa32241-RA	plut2.m8.15637.m1
OG0002209	Mcavernosa14912-RA	plut2.m8.3115.m1, plut2.m8.3114.m1
OG0002210	Mcavernosa08039-RA, Mcavernosa33442-RA	plut2.m8.5137.m1
OG0002212	Mcavernosa31143-RA	plut2.m8.15403.m1
OG0002213	Mcavernosa34768-RA	plut2.m8.32258.m1
OG0002214	Mcavernosa01376-RA	plut2.m8.7093.m1
OG0002215	Mcavernosa07256-RA	plut2.m8.17783.m1
OG0002215	Mcavernosa03727-RA	plut2.m8.29282.m1
OG0002216	Mcavernosa09071-RA	plut2.m8.6110.m1
OG0002217	Mcavernosa33290-RA, Mcavernosa33289-RA, Mcavernosa33287-RA, Mcavernosa30636-RA	plut2.m8.1440.m1
OG0002218	Mcavernosa02673-RA	plut2.m8.23490.m1
OG0002219	Mcavernosa02671-RA	plut2.m8.20222.m1
OG0002220	Mcavernosa03442-RA, Mcavernosa03438-RA	plut2.m8.15024.m1
OG0002221	Mcavernosa09056-RA	plut2.m8.6132.m1
OG0002222	Mcavernosa09053-RA	plut2.m8.6137.m1
OG0002223	Mcavernosa29743-RA, Mcavernosa29745-RA, Mcavernosa29746-RA	jamg1.model.Sc0000032.13
OG0002226	Mcavernosa00588-RA	plut2.m8.16666.m1, plut2.m8.16668.m1
OG0002226	Mcavernosa21116-RA, Mcavernosa21120-RA, Mcavernosa21113-RA, Mcavernosa20752-RA	plut2.m8.16663.m1
OG0002227	Mcavernosa25190-RA	plut2.m8.32379.m1
OG0002228	Mcavernosa25191-RA	plut2.m8.32380.m1
OG0002229	Mcavernosa11986-RA, Mcavernosa11992-RA, Mcavernosa11990-RA	plut2.m8.2166.m1
OG0002230	Mcavernosa11985-RA, Mcavernosa11983-RA, Mcavernosa11984-RA	plut2.m8.2165.m1
OG0002231	Mcavernosa11629-RA	plut2.m8.18591.m1
OG0002232	Mcavernosa17099-RA, Mcavernosa17105-RA, Mcavernosa17106-RA	plut2.m8.16278.m1
OG0002233	Mcavernosa16434-RA	plut2.m8.8381.m1
OG0002234	Mcavernosa12588-RA	plut2.m8.209.m1
OG0002234	Mcavernosa02416-RA	plut2.m8.12338.m1
OG0002235	Mcavernosa18178-RA	plut2.m8.9472.m1
OG0002235	Mcavernosa12138-RA	plut2.m8.9470.m1
OG0002236	Mcavernosa27984-RA, Mcavernosa27985-RA	plut2.m8.4105.m1
OG0002237	Mcavernosa26418-RA	plut2.m8.28399.m1
OG0002241	Mcavernosa16353-RA	jamg1.model.Sc0000162.48
OG0002242	Mcavernosa25297-RA, Mcavernosa14630-RA, Mcavernosa30868-RA	jamg1.model.Sc0000001.170
OG0002243	Mcavernosa09972-RA	plut2.m8.5062.m1
OG0002244	Mcavernosa31737-RA	plut2.m8.4773.m1
OG0002245	Mcavernosa05535-RA	plut2.m8.13985.m1
OG0002251	Mcavernosa01932-RA, Mcavernosa34960-RA, Mcavernosa30487-RA, Mcavernosa14212-RA	plut2.m8.9430.m1
OG0002253	Mcavernosa07296-RA	plut2.m8.3263.m1
OG0002254	Mcavernosa11183-RA	plut2.m8.12912.m1
OG0002257	Mcavernosa05390-RA	jamg1.model.Sc0000275.25
OG0002258	Mcavernosa26845-RA	plut2.m8.20499.m1
OG0002259	Mcavernosa33194-RA, Mcavernosa00479-RA	plut2.m8.28484.m1
OG0002260	Mcavernosa06899-RA	plut2.m8.15155.m1
OG0002262	Mcavernosa26368-RA	plut2.m8.23027.m1
OG0002263	Mcavernosa20633-RA	plut2.m8.19444.m1
OG0002268	Mcavernosa19833-RA	plut2.m8.10523.m1
OG0002270	Mcavernosa31629-RA	plut2.m8.19995.m1
OG0002272	Mcavernosa11631-RA, Mcavernosa19364-RA	plut2.m8.18586.m1
OG0002273	Mcavernosa23613-RA	plut2.m8.4427.m1
OG0002274	Mcavernosa04859-RA	plut2.m8.8704.m1
OG0002275	Mcavernosa16999-RA	plut2.m8.16243.m1
OG0002275	Mcavernosa33400-RA	plut2.m8.15999.m1
OG0002276	Mcavernosa25442-RA	plut2.m8.22179.m1
OG0002279	Mcavernosa04237-RA	jamg1.model.Sc0000208.4
OG0002281	Mcavernosa29928-RA	plut2.m8.31742.m1
OG0002283	Mcavernosa21678-RA	plut2.m8.12022.m1
OG0002285	Mcavernosa14021-RA, Mcavernosa14024-RA	plut2.m8.22734.m1
OG0002286	Mcavernosa08239-RA	plut2.m8.4291.m1
OG0002287	Mcavernosa27690-RA, Mcavernosa18261-RA, Mcavernosa27691-RA	plut2.m8.32825.m1, plut2.m8.22140.m1, plut2.m8.29316.m1
OG0002289	Mcavernosa21825-RA, Mcavernosa21822-RA	plut2.m8.8257.m1
OG0002289	Mcavernosa21824-RA	plut2.m8.8256.m1, plut2.m8.8255.m1
OG0002290	Mcavernosa24345-RA	jamg1.model.Sc0000025.6
OG0002291	Mcavernosa22477-RA, Mcavernosa22478-RA	plut2.m8.32294.m1
OG0002292	Mcavernosa09042-RA	plut2.m8.10398.m1
OG0002293	Mcavernosa33470-RA	plut2.m8.16959.m1
OG0002294	Mcavernosa34641-RA	jamg1.model.xfSc0000073.1, jamg1.model.Sc0000005.196, jamg1.model.Sc0000005.182, jamg1.model.Sc0000005.193, jamg1.model.Sc0000005.194
OG0002295	Mcavernosa00935-RA	plut2.m8.18681.m1
OG0002296	Mcavernosa17631-RA	plut2.m8.18584.m1, plut2.m8.18589.m1
OG0002296	Mcavernosa17632-RA	plut2.m8.18579.m1
OG0002297	Mcavernosa17629-RA	plut2.m8.18580.m1, plut2.m8.18846.m1
OG0002298	Mcavernosa13529-RA, Mcavernosa13527-RA, Mcavernosa13522-RA, Mcavernosa13521-RA	plut2.m8.4918.m1
OG0002300	Mcavernosa10896-RA	plut2.m8.20241.m1
OG0002301	Mcavernosa19279-RA	plut2.m8.1833.m1, plut2.m8.25630.m1, plut2.m8.32359.m1, plut2.m8.32372.m1
OG0002302	Mcavernosa09478-RA, Mcavernosa09479-RA	plut2.m8.17897.m1
OG0002303	Mcavernosa28616-RA	plut2.m8.1197.m1
OG0002303	Mcavernosa28617-RA	plut2.m8.1195.m1
OG0002303	Mcavernosa28619-RA	plut2.m8.1192.m1
OG0002304	Mcavernosa11929-RA	plut2.m8.27324.m1
OG0002305	Mcavernosa28075-RA	plut2.m8.26091.m1, plut2.m8.26090.m1, plut2.m8.4246.m1, plut2.m8.26092.m1, plut2.m8.4244.m1
OG0002306	Mcavernosa05708-RA	plut2.m8.6214.m1
OG0002308	Mcavernosa29122-RA	jamg1.model.Sc0000104.5
OG0002309	Mcavernosa14641-RA, Mcavernosa14643-RA, Mcavernosa14634-RA, Mcavernosa14645-RA	plut2.m8.15008.m1
OG0002311	Mcavernosa25713-RA	plut2.m8.20592.m1, plut2.m8.20593.m1, plut2.m8.20600.m1
OG0002312	Mcavernosa22282-RA	plut2.m8.33460.m1
OG0002314	Mcavernosa02587-RA, Mcavernosa13800-RA	plut2.m8.6949.m1, plut2.m8.6954.m1
OG0002315	Mcavernosa13787-RA	plut2.m8.30563.m1
OG0002315	Mcavernosa13791-RA	plut2.m8.30566.m1
OG0002316	Mcavernosa08338-RA	plut2.m8.32924.m1
OG0002317	Mcavernosa22626-RA	plut2.m8.30008.m1
OG0002318	Mcavernosa06935-RA, Mcavernosa06936-RA	plut2.m8.23165.m1
OG0002319	Mcavernosa19520-RA	plut2.m8.18333.m1
OG0002321	Mcavernosa28987-RA, Mcavernosa12386-RA	plut2.m8.26270.m1
OG0002322	Mcavernosa03243-RA, Mcavernosa03242-RA, Mcavernosa03241-RA	plut2.m8.24191.m1
OG0002323	Mcavernosa17007-RA	plut2.m8.16237.m1
OG0002324	Mcavernosa18971-RA	plut2.m8.12868.m1
OG0002325	Mcavernosa01728-RA	plut2.m8.26632.m1
OG0002325	Mcavernosa01727-RA	plut2.m8.26634.m1
OG0002326	Mcavernosa01423-RA	plut2.m8.21125.m1
OG0002326	Mcavernosa01422-RA	plut2.m8.21126.m1
OG0002327	Mcavernosa31688-RA, Mcavernosa31689-RA	plut2.m8.1390.m1
OG0002328	Mcavernosa31680-RA, Mcavernosa31681-RA	plut2.m8.1376.m1
OG0002330	Mcavernosa06625-RA	plut2.m8.756.m1
OG0002330	Mcavernosa06629-RA	plut2.m8.757.m1
OG0002332	Mcavernosa26188-RA	plut2.m8.1648.m1
OG0002333	Mcavernosa30874-RA	plut2.m8.27277.m1, plut2.m8.27279.m1, plut2.m8.27281.m1, jamg1.model.xfSc0000015.31
OG0002335	Mcavernosa34807-RA, Mcavernosa16831-RA, Mcavernosa03344-RA	plut2.m8.14136.m1
OG0002336	Mcavernosa00839-RA, Mcavernosa00823-RA	plut2.m8.7441.m1
OG0002337	Mcavernosa26350-RA, Mcavernosa26351-RA, Mcavernosa26348-RA, Mcavernosa26352-RA	plut2.m8.18157.m1
OG0002338	Mcavernosa21527-RA	plut2.m8.29565.m1
OG0002338	Mcavernosa21528-RA	plut2.m8.21326.m1
OG0002339	Mcavernosa21162-RA	plut2.m8.12096.m1
OG0002339	Mcavernosa31122-RA	plut2.m8.1916.m1
OG0002340	Mcavernosa06386-RA	plut2.m8.9046.m1
OG0002340	Mcavernosa06388-RA	plut2.m8.9047.m1
OG0002341	Mcavernosa21183-RA	plut2.m8.15846.m1
OG0002342	Mcavernosa33407-RA, Mcavernosa27313-RA	jamg1.model.Sc0000557.23
OG0002343	Mcavernosa13593-RA	plut2.m8.6491.m1
OG0002343	Mcavernosa34942-RA	plut2.m8.6496.m1
OG0002344	Mcavernosa18689-RA, Mcavernosa18691-RA	plut2.m8.2076.m1, plut2.m8.5376.m1
OG0002345	Mcavernosa20675-RA	plut2.m8.28478.m1
OG0002345	Mcavernosa20676-RA, Mcavernosa20674-RA	plut2.m8.28471.m1
