Orthogroup	Pocillopora_acuta_HIv1.genes.pep	Mcavernosa.maker.proteins
OG0002002	Pocillopora_acuta_HIv1_PredGene_g14888.t1	Mcavernosa11870-RA, Mcavernosa00028-RA, Mcavernosa09512-RA, Mcavernosa24304-RA
OG0002003	Pocillopora_acuta_HIv1_PredGene_g28615.t1, Pocillopora_acuta_HIv1_PredGene_g6341.t1, Pocillopora_acuta_HIv1_PredGene_g6341.t2	Mcavernosa32273-RA, Mcavernosa32275-RA, Mcavernosa32267-RA
OG0002005	Pocillopora_acuta_HIv1_PredGene_g33071.t1	Mcavernosa31430-RA
OG0002006	Pocillopora_acuta_HIv1_PredGene_g24314.t1, Pocillopora_acuta_HIv1_PredGene_g24313.t1	Mcavernosa34721-RA, Mcavernosa34723-RA, Mcavernosa34722-RA
OG0002007	Pocillopora_acuta_HIv1_PredGene_g12468.t1, Pocillopora_acuta_HIv1_PredGene_g12470.t1, Pocillopora_acuta_HIv1_PredGene_g23885.t1	Mcavernosa22148-RA, Mcavernosa22146-RA, Mcavernosa22147-RA
OG0002008	Pocillopora_acuta_HIv1_PredGene_g9693.t1	Mcavernosa17710-RA, Mcavernosa17714-RA
OG0002009	Pocillopora_acuta_HIv1_PredGene_g4079.t1	Mcavernosa31829-RA
OG0002010	Pocillopora_acuta_HIv1_PredGene_g3425.t3, Pocillopora_acuta_HIv1_PredGene_g3425.t1, Pocillopora_acuta_HIv1_PredGene_g3425.t2	Mcavernosa06886-RA, Mcavernosa26756-RA, Mcavernosa06760-RA
OG0002011	Pocillopora_acuta_HIv1_PredGene_g20749.t1, Pocillopora_acuta_HIv1_PredGene_g20734.t1	Mcavernosa12022-RA, Mcavernosa28732-RA, Mcavernosa12023-RA, Mcavernosa28731-RA, Mcavernosa28729-RA
OG0002012	Pocillopora_acuta_HIv1_PredGene_24379_t	Mcavernosa31783-RA
OG0002013	Pocillopora_acuta_HIv1_PredGene_g20533.t1, Pocillopora_acuta_HIv1_PredGene_7002_t	Mcavernosa34517-RA
OG0002014	Pocillopora_acuta_HIv1_PredGene_g3629.t1, Pocillopora_acuta_HIv1_PredGene_21567_t	Mcavernosa17373-RA
OG0002016	Pocillopora_acuta_HIv1_PredGene_g10062.t1, Pocillopora_acuta_HIv1_PredGene_g10062.t2	Mcavernosa25716-RA
OG0002016	Pocillopora_acuta_HIv1_PredGene_g10062.t3	Mcavernosa16381-RA
OG0002017	Pocillopora_acuta_HIv1_PredGene_g2555.t1, Pocillopora_acuta_HIv1_PredGene_6011_t, Pocillopora_acuta_HIv1_PredGene_g2554.t1	Mcavernosa15876-RA
OG0002017	Pocillopora_acuta_HIv1_PredGene_g2549.t1	Mcavernosa34868-RA
OG0002019	Pocillopora_acuta_HIv1_PredGene_g10059.t1	Mcavernosa16377-RA
OG0002019	Pocillopora_acuta_HIv1_PredGene_g10058.t1	Mcavernosa16378-RA
OG0002021	Pocillopora_acuta_HIv1_PredGene_g22779.t1, Pocillopora_acuta_HIv1_PredGene_g10726.t1, Pocillopora_acuta_HIv1_PredGene_g10726.t2	Mcavernosa15600-RA, Mcavernosa15596-RA, Mcavernosa15598-RA
OG0002022	Pocillopora_acuta_HIv1_PredGene_19703_t, Pocillopora_acuta_HIv1_PredGene_g28250.t1	Mcavernosa02236-RA
OG0002023	Pocillopora_acuta_HIv1_PredGene_g16510.t2, Pocillopora_acuta_HIv1_PredGene_g16510.t1, Pocillopora_acuta_HIv1_PredGene_g16510.t3, Pocillopora_acuta_HIv1_PredGene_g24040.t1, Pocillopora_acuta_HIv1_PredGene_g24040.t2	Mcavernosa29648-RA, Mcavernosa17883-RA
OG0002024	Pocillopora_acuta_HIv1_PredGene_g7445.t1	Mcavernosa05482-RA
OG0002024	Pocillopora_acuta_HIv1_PredGene_g7469.t2, Pocillopora_acuta_HIv1_PredGene_g7469.t1	Mcavernosa30152-RA
OG0002026	Pocillopora_acuta_HIv1_PredGene_g4455.t1, Pocillopora_acuta_HIv1_PredGene_g4463.t1, Pocillopora_acuta_HIv1_PredGene_g4414.t1, Pocillopora_acuta_HIv1_PredGene_g4406.t1, Pocillopora_acuta_HIv1_PredGene_g4419.t1, Pocillopora_acuta_HIv1_PredGene_g4399.t1, Pocillopora_acuta_HIv1_PredGene_g4450.t1	Mcavernosa08069-RA
OG0002027	Pocillopora_acuta_HIv1_PredGene_g30854.t2, Pocillopora_acuta_HIv1_PredGene_g30854.t1	Mcavernosa06869-RA, Mcavernosa06871-RA
OG0002028	Pocillopora_acuta_HIv1_PredGene_g4083.t1, Pocillopora_acuta_HIv1_PredGene_1468_t, Pocillopora_acuta_HIv1_PredGene_g4084.t1	Mcavernosa31837-RA
OG0002029	Pocillopora_acuta_HIv1_PredGene_17509_t, Pocillopora_acuta_HIv1_PredGene_18723_t, Pocillopora_acuta_HIv1_PredGene_26886_t, Pocillopora_acuta_HIv1_PredGene_g32489.t1, Pocillopora_acuta_HIv1_PredGene_g6088.t1, Pocillopora_acuta_HIv1_PredGene_g5043.t1	Mcavernosa25914-RA, Mcavernosa10548-RA
OG0002032	Pocillopora_acuta_HIv1_PredGene_g24860.t1	Mcavernosa04642-RA
OG0002032	Pocillopora_acuta_HIv1_PredGene_g24847.t1	Mcavernosa04658-RA
OG0002033	Pocillopora_acuta_HIv1_PredGene_g15270.t1	Mcavernosa31161-RA
OG0002035	Pocillopora_acuta_HIv1_PredGene_g3312.t1	Mcavernosa13675-RA
OG0002035	Pocillopora_acuta_HIv1_PredGene_g3317.t1	Mcavernosa13682-RA
OG0002035	Pocillopora_acuta_HIv1_PredGene_17587_t	Mcavernosa13681-RA
OG0002037	Pocillopora_acuta_HIv1_PredGene_g5574.t1	Mcavernosa07792-RA, Mcavernosa07794-RA
OG0002038	Pocillopora_acuta_HIv1_PredGene_g5532.t1	Mcavernosa13182-RA
OG0002039	Pocillopora_acuta_HIv1_PredGene_g4352.t2	Mcavernosa02794-RA
OG0002039	Pocillopora_acuta_HIv1_PredGene_g4352.t1, Pocillopora_acuta_HIv1_PredGene_g2685.t1, Pocillopora_acuta_HIv1_PredGene_g4352.t3	Mcavernosa02793-RA
OG0002040	Pocillopora_acuta_HIv1_PredGene_g13278.t1	Mcavernosa12307-RA
OG0002040	Pocillopora_acuta_HIv1_PredGene_g13282.t1	Mcavernosa12308-RA
OG0002041	Pocillopora_acuta_HIv1_PredGene_g3393.t1, Pocillopora_acuta_HIv1_PredGene_g33521.t1, Pocillopora_acuta_HIv1_PredGene_g17888.t1, Pocillopora_acuta_HIv1_PredGene_g23554.t1	Mcavernosa21444-RA
OG0002042	Pocillopora_acuta_HIv1_PredGene_g30737.t1, Pocillopora_acuta_HIv1_PredGene_5134_t, Pocillopora_acuta_HIv1_PredGene_5135_t	Mcavernosa15858-RA, Mcavernosa23209-RA, Mcavernosa29271-RA, Mcavernosa34104-RA, Mcavernosa32615-RA
OG0002045	Pocillopora_acuta_HIv1_PredGene_g22905.t1, Pocillopora_acuta_HIv1_PredGene_g22904.t1, Pocillopora_acuta_HIv1_PredGene_g22903.t1, Pocillopora_acuta_HIv1_PredGene_g22902.t1	Mcavernosa12224-RA, Mcavernosa13472-RA, Mcavernosa13473-RA, Mcavernosa13471-RA
OG0002046	Pocillopora_acuta_HIv1_PredGene_g28973.t1	Mcavernosa04848-RA, Mcavernosa04852-RA
OG0002046	Pocillopora_acuta_HIv1_PredGene_g28974.t1	Mcavernosa04846-RA
OG0002047	Pocillopora_acuta_HIv1_PredGene_g4050.t1, Pocillopora_acuta_HIv1_PredGene_g32006.t1, Pocillopora_acuta_HIv1_PredGene_g28616.t1, Pocillopora_acuta_HIv1_PredGene_g6965.t1, Pocillopora_acuta_HIv1_PredGene_g4493.t1, Pocillopora_acuta_HIv1_PredGene_g33497.t1, Pocillopora_acuta_HIv1_PredGene_g33522.t1, Pocillopora_acuta_HIv1_PredGene_g10387.t1	Mcavernosa03681-RA
OG0002048	Pocillopora_acuta_HIv1_PredGene_g31050.t1	Mcavernosa26206-RA, Mcavernosa26207-RA
OG0002049	Pocillopora_acuta_HIv1_PredGene_g31573.t2, Pocillopora_acuta_HIv1_PredGene_g31573.t1	Mcavernosa03535-RA
OG0002050	Pocillopora_acuta_HIv1_PredGene_10604_t, Pocillopora_acuta_HIv1_PredGene_g5741.t1, Pocillopora_acuta_HIv1_PredGene_g5739.t1, Pocillopora_acuta_HIv1_PredGene_g5738.t1, Pocillopora_acuta_HIv1_PredGene_g5779.t1, Pocillopora_acuta_HIv1_PredGene_g5777.t1	Mcavernosa14215-RA
OG0002051	Pocillopora_acuta_HIv1_PredGene_g13283.t1, Pocillopora_acuta_HIv1_PredGene_g15529.t3, Pocillopora_acuta_HIv1_PredGene_g15529.t2, Pocillopora_acuta_HIv1_PredGene_g16019.t3, Pocillopora_acuta_HIv1_PredGene_g16019.t4, Pocillopora_acuta_HIv1_PredGene_g16019.t2, Pocillopora_acuta_HIv1_PredGene_g15529.t1, Pocillopora_acuta_HIv1_PredGene_g16019.t1	Mcavernosa02238-RA
OG0002052	Pocillopora_acuta_HIv1_PredGene_g19083.t1	Mcavernosa16951-RA
OG0002054	Pocillopora_acuta_HIv1_PredGene_g25345.t2, Pocillopora_acuta_HIv1_PredGene_g25345.t1, Pocillopora_acuta_HIv1_PredGene_g341.t1, Pocillopora_acuta_HIv1_PredGene_g341.t2, Pocillopora_acuta_HIv1_PredGene_g20847.t2, Pocillopora_acuta_HIv1_PredGene_g20847.t1, Pocillopora_acuta_HIv1_PredGene_g25344.t1, Pocillopora_acuta_HIv1_PredGene_25776_t	Mcavernosa25648-RA, Mcavernosa25649-RA
OG0002055	Pocillopora_acuta_HIv1_PredGene_g18303.t1	Mcavernosa12741-RA, Mcavernosa32196-RA
OG0002055	Pocillopora_acuta_HIv1_PredGene_g18304.t1	Mcavernosa12742-RA
OG0002056	Pocillopora_acuta_HIv1_PredGene_g25017.t1	Mcavernosa29524-RA
OG0002057	Pocillopora_acuta_HIv1_PredGene_g31488.t1, Pocillopora_acuta_HIv1_PredGene_g31488.t2, Pocillopora_acuta_HIv1_PredGene_17389_t	Mcavernosa17018-RA, Mcavernosa17019-RA
OG0002059	Pocillopora_acuta_HIv1_PredGene_g21197.t1	Mcavernosa10462-RA
OG0002061	Pocillopora_acuta_HIv1_PredGene_g8840.t1, Pocillopora_acuta_HIv1_PredGene_g18947.t1	Mcavernosa00316-RA
OG0002063	Pocillopora_acuta_HIv1_PredGene_g17401.t1	Mcavernosa29481-RA, Mcavernosa08411-RA, Mcavernosa18666-RA
OG0002064	Pocillopora_acuta_HIv1_PredGene_g19075.t1, Pocillopora_acuta_HIv1_PredGene_g19075.t2, Pocillopora_acuta_HIv1_PredGene_19162_t	Mcavernosa16967-RA
OG0002064	Pocillopora_acuta_HIv1_PredGene_19154_t, Pocillopora_acuta_HIv1_PredGene_g19066.t1	Mcavernosa16977-RA
OG0002065	Pocillopora_acuta_HIv1_PredGene_g5557.t2, Pocillopora_acuta_HIv1_PredGene_g5557.t1, Pocillopora_acuta_HIv1_PredGene_g25456.t1	Mcavernosa22009-RA
OG0002065	Pocillopora_acuta_HIv1_PredGene_g25455.t1, Pocillopora_acuta_HIv1_PredGene_g5556.t1	Mcavernosa13177-RA
OG0002066	Pocillopora_acuta_HIv1_PredGene_g11589.t1, Pocillopora_acuta_HIv1_PredGene_g11590.t1, Pocillopora_acuta_HIv1_PredGene_g11588.t1	Mcavernosa03863-RA
OG0002068	Pocillopora_acuta_HIv1_PredGene_g30386.t1, Pocillopora_acuta_HIv1_PredGene_20959_t, Pocillopora_acuta_HIv1_PredGene_g25392.t1, Pocillopora_acuta_HIv1_PredGene_g30363.t1, Pocillopora_acuta_HIv1_PredGene_g30366.t1, Pocillopora_acuta_HIv1_PredGene_g30377.t1, Pocillopora_acuta_HIv1_PredGene_29630_t, Pocillopora_acuta_HIv1_PredGene_g25393.t1, Pocillopora_acuta_HIv1_PredGene_g25399.t1, Pocillopora_acuta_HIv1_PredGene_g30373.t1	Mcavernosa28447-RA
OG0002070	Pocillopora_acuta_HIv1_PredGene_g19071.t1, Pocillopora_acuta_HIv1_PredGene_g19070.t1	Mcavernosa16970-RA, Mcavernosa16968-RA
OG0002072	Pocillopora_acuta_HIv1_PredGene_12824_t, Pocillopora_acuta_HIv1_PredGene_g28067.t1	Mcavernosa17143-RA
OG0002072	Pocillopora_acuta_HIv1_PredGene_g28052.t1	Mcavernosa17129-RA, Mcavernosa17131-RA
OG0002073	Pocillopora_acuta_HIv1_PredGene_g9299.t1	Mcavernosa13658-RA, Mcavernosa13002-RA, Mcavernosa15332-RA, Mcavernosa13656-RA, Mcavernosa15335-RA
OG0002076	Pocillopora_acuta_HIv1_PredGene_g5464.t1, Pocillopora_acuta_HIv1_PredGene_g12245.t1, Pocillopora_acuta_HIv1_PredGene_g4689.t1, Pocillopora_acuta_HIv1_PredGene_g4691.t1, Pocillopora_acuta_HIv1_PredGene_g12246.t1, Pocillopora_acuta_HIv1_PredGene_g12247.t1, Pocillopora_acuta_HIv1_PredGene_g4692.t1, Pocillopora_acuta_HIv1_PredGene_g30105.t1	Mcavernosa24667-RA, Mcavernosa24670-RA
OG0002077	Pocillopora_acuta_HIv1_PredGene_g226.t1	Mcavernosa33731-RA, Mcavernosa21254-RA, Mcavernosa21252-RA, Mcavernosa17761-RA, Mcavernosa21248-RA, Mcavernosa03427-RA
OG0002079	Pocillopora_acuta_HIv1_PredGene_g21757.t1	Mcavernosa10256-RA, Mcavernosa10253-RA
OG0002079	Pocillopora_acuta_HIv1_PredGene_g1837.t1, Pocillopora_acuta_HIv1_PredGene_g1841.t1	Mcavernosa10284-RA, Mcavernosa10285-RA
OG0002080	Pocillopora_acuta_HIv1_PredGene_g3612.t1	Mcavernosa16628-RA, Mcavernosa34213-RA
OG0002080	Pocillopora_acuta_HIv1_PredGene_g3613.t1, Pocillopora_acuta_HIv1_PredGene_g3614.t1, Pocillopora_acuta_HIv1_PredGene_g3611.t1, Pocillopora_acuta_HIv1_PredGene_g3610.t1, Pocillopora_acuta_HIv1_PredGene_21547_t	Mcavernosa32883-RA
OG0002081	Pocillopora_acuta_HIv1_PredGene_g7868.t1	Mcavernosa16422-RA, Mcavernosa16423-RA
OG0002082	Pocillopora_acuta_HIv1_PredGene_g28668.t1	Mcavernosa33543-RA
OG0002083	Pocillopora_acuta_HIv1_PredGene_g19914.t1, Pocillopora_acuta_HIv1_PredGene_g16993.t1, Pocillopora_acuta_HIv1_PredGene_g33580.t1	Mcavernosa27566-RA
OG0002083	Pocillopora_acuta_HIv1_PredGene_g33579.t1	Mcavernosa32787-RA
OG0002084	Pocillopora_acuta_HIv1_PredGene_g30631.t1, Pocillopora_acuta_HIv1_PredGene_g30631.t2	Mcavernosa33691-RA
OG0002084	Pocillopora_acuta_HIv1_PredGene_g30633.t1	Mcavernosa06441-RA, Mcavernosa34144-RA, Mcavernosa07312-RA, Mcavernosa27630-RA
OG0002088	Pocillopora_acuta_HIv1_PredGene_g31223.t1, Pocillopora_acuta_HIv1_PredGene_g32182.t1, Pocillopora_acuta_HIv1_PredGene_g31154.t1, Pocillopora_acuta_HIv1_PredGene_g31226.t1, Pocillopora_acuta_HIv1_PredGene_g31227.t1, Pocillopora_acuta_HIv1_PredGene_g32184.t1	Mcavernosa20560-RA
OG0002089	Pocillopora_acuta_HIv1_PredGene_g19040.t1	Mcavernosa07134-RA
OG0002089	Pocillopora_acuta_HIv1_PredGene_g5311.t1	Mcavernosa07135-RA
OG0002090	Pocillopora_acuta_HIv1_PredGene_g420.t1	Mcavernosa02381-RA
OG0002091	Pocillopora_acuta_HIv1_PredGene_g14622.t1	Mcavernosa27856-RA
OG0002092	Pocillopora_acuta_HIv1_PredGene_g32837.t1	Mcavernosa25808-RA, Mcavernosa33267-RA, Mcavernosa25809-RA
OG0002093	Pocillopora_acuta_HIv1_PredGene_g11146.t1, Pocillopora_acuta_HIv1_PredGene_g1088.t1, Pocillopora_acuta_HIv1_PredGene_g11139.t1, Pocillopora_acuta_HIv1_PredGene_g1084.t1, Pocillopora_acuta_HIv1_PredGene_g11143.t1, Pocillopora_acuta_HIv1_PredGene_g24607.t1, Pocillopora_acuta_HIv1_PredGene_g16450.t1, Pocillopora_acuta_HIv1_PredGene_g1086.t1, Pocillopora_acuta_HIv1_PredGene_g1089.t1, Pocillopora_acuta_HIv1_PredGene_g24022.t1	Mcavernosa21947-RA, Mcavernosa09963-RA, Mcavernosa21946-RA
OG0002101	Pocillopora_acuta_HIv1_PredGene_g24406.t1	Mcavernosa34774-RA
OG0002102	Pocillopora_acuta_HIv1_PredGene_g15253.t1, Pocillopora_acuta_HIv1_PredGene_g15255.t1	Mcavernosa31172-RA
OG0002104	Pocillopora_acuta_HIv1_PredGene_g33113.t1	Mcavernosa10393-RA
OG0002104	Pocillopora_acuta_HIv1_PredGene_g33115.t1	Mcavernosa10389-RA, Mcavernosa10392-RA
OG0002105	Pocillopora_acuta_HIv1_PredGene_g18958.t1	Mcavernosa29754-RA
OG0002106	Pocillopora_acuta_HIv1_PredGene_g22091.t1	Mcavernosa18535-RA
OG0002106	Pocillopora_acuta_HIv1_PredGene_g22090.t1	Mcavernosa18534-RA
OG0002107	Pocillopora_acuta_HIv1_PredGene_g9960.t1	Mcavernosa11190-RA, Mcavernosa11187-RA
OG0002111	Pocillopora_acuta_HIv1_PredGene_g28806.t1	Mcavernosa15846-RA
OG0002112	Pocillopora_acuta_HIv1_PredGene_18375_t, Pocillopora_acuta_HIv1_PredGene_g2852.t1	Mcavernosa16497-RA, Mcavernosa13913-RA, Mcavernosa13912-RA, Mcavernosa13914-RA
OG0002113	Pocillopora_acuta_HIv1_PredGene_g7345.t1	Mcavernosa21017-RA
OG0002118	Pocillopora_acuta_HIv1_PredGene_g5786.t1, Pocillopora_acuta_HIv1_PredGene_g22259.t1	Mcavernosa04474-RA, Mcavernosa04475-RA, Mcavernosa04476-RA
OG0002120	Pocillopora_acuta_HIv1_PredGene_g13046.t2, Pocillopora_acuta_HIv1_PredGene_g13046.t1	Mcavernosa32930-RA
OG0002120	Pocillopora_acuta_HIv1_PredGene_g29589.t1, Pocillopora_acuta_HIv1_PredGene_32418_t	Mcavernosa25277-RA
OG0002121	Pocillopora_acuta_HIv1_PredGene_g5108.t2, Pocillopora_acuta_HIv1_PredGene_16804_t, Pocillopora_acuta_HIv1_PredGene_26974_t, Pocillopora_acuta_HIv1_PredGene_g15359.t1, Pocillopora_acuta_HIv1_PredGene_g15359.t2, Pocillopora_acuta_HIv1_PredGene_g15359.t3, Pocillopora_acuta_HIv1_PredGene_g5108.t1	Mcavernosa13365-RA
OG0002122	Pocillopora_acuta_HIv1_PredGene_g19626.t1	Mcavernosa23168-RA, Mcavernosa23167-RA
OG0002125	Pocillopora_acuta_HIv1_PredGene_g21210.t1	Mcavernosa03350-RA
OG0002127	Pocillopora_acuta_HIv1_PredGene_g935.t1	Mcavernosa23801-RA
OG0002127	Pocillopora_acuta_HIv1_PredGene_g934.t1, Pocillopora_acuta_HIv1_PredGene_g25061.t1, Pocillopora_acuta_HIv1_PredGene_g25051.t1	Mcavernosa23802-RA
OG0002128	Pocillopora_acuta_HIv1_PredGene_g4752.t1, Pocillopora_acuta_HIv1_PredGene_8331_t	Mcavernosa14911-RA
OG0002128	Pocillopora_acuta_HIv1_PredGene_g4753.t1	Mcavernosa14909-RA
OG0002129	Pocillopora_acuta_HIv1_PredGene_g22692.t1	Mcavernosa25048-RA, Mcavernosa25049-RA
OG0002130	Pocillopora_acuta_HIv1_PredGene_g2855.t1, Pocillopora_acuta_HIv1_PredGene_18377_t	Mcavernosa16499-RA
OG0002130	Pocillopora_acuta_HIv1_PredGene_g24315.t1	Mcavernosa21174-RA
OG0002131	Pocillopora_acuta_HIv1_PredGene_g2856.t1	Mcavernosa16500-RA
OG0002132	Pocillopora_acuta_HIv1_PredGene_g6047.t2, Pocillopora_acuta_HIv1_PredGene_g12639.t2	Mcavernosa14992-RA
OG0002133	Pocillopora_acuta_HIv1_PredGene_g1411.t2, Pocillopora_acuta_HIv1_PredGene_g1411.t3, Pocillopora_acuta_HIv1_PredGene_g1411.t1, Pocillopora_acuta_HIv1_PredGene_g12640.t1, Pocillopora_acuta_HIv1_PredGene_7987_t, Pocillopora_acuta_HIv1_PredGene_g6046.t2, Pocillopora_acuta_HIv1_PredGene_g6046.t1, Pocillopora_acuta_HIv1_PredGene_g12640.t2	Mcavernosa14993-RA
OG0002134	Pocillopora_acuta_HIv1_PredGene_g12180.t1, Pocillopora_acuta_HIv1_PredGene_g12180.t2	Mcavernosa10511-RA
OG0002135	Pocillopora_acuta_HIv1_PredGene_g2214.t1	Mcavernosa13111-RA
OG0002136	Pocillopora_acuta_HIv1_PredGene_g8152.t1	Mcavernosa26710-RA
OG0002137	Pocillopora_acuta_HIv1_PredGene_g27928.t1	Mcavernosa03005-RA, Mcavernosa03007-RA
OG0002138	Pocillopora_acuta_HIv1_PredGene_g31749.t1	Mcavernosa13575-RA
OG0002141	Pocillopora_acuta_HIv1_PredGene_g211.t1, Pocillopora_acuta_HIv1_PredGene_g210.t1	Mcavernosa28096-RA, Mcavernosa31147-RA
OG0002142	Pocillopora_acuta_HIv1_PredGene_g21752.t1	Mcavernosa10261-RA
OG0002143	Pocillopora_acuta_HIv1_PredGene_g22158.t1	Mcavernosa10709-RA, Mcavernosa10713-RA
OG0002144	Pocillopora_acuta_HIv1_PredGene_g4442.t1, Pocillopora_acuta_HIv1_PredGene_g4442.t2	Mcavernosa12637-RA, Mcavernosa12638-RA
OG0002145	Pocillopora_acuta_HIv1_PredGene_g2344.t1, Pocillopora_acuta_HIv1_PredGene_g2345.t1	Mcavernosa04686-RA
OG0002146	Pocillopora_acuta_HIv1_PredGene_20688_t, Pocillopora_acuta_HIv1_PredGene_20687_t, Pocillopora_acuta_HIv1_PredGene_g29356.t1	Mcavernosa03821-RA
OG0002147	Pocillopora_acuta_HIv1_PredGene_g31168.t1, Pocillopora_acuta_HIv1_PredGene_11072_t	Mcavernosa17464-RA
OG0002149	Pocillopora_acuta_HIv1_PredGene_g29777.t1	Mcavernosa09339-RA
OG0002150	Pocillopora_acuta_HIv1_PredGene_g18379.t1, Pocillopora_acuta_HIv1_PredGene_g18380.t1	Mcavernosa06712-RA, Mcavernosa06713-RA
OG0002151	Pocillopora_acuta_HIv1_PredGene_g17968.t1, Pocillopora_acuta_HIv1_PredGene_g17965.t1, Pocillopora_acuta_HIv1_PredGene_g20799.t1, Pocillopora_acuta_HIv1_PredGene_g17966.t1, Pocillopora_acuta_HIv1_PredGene_g17963.t1, Pocillopora_acuta_HIv1_PredGene_g17969.t1, Pocillopora_acuta_HIv1_PredGene_g20803.t1, Pocillopora_acuta_HIv1_PredGene_23488_t	Mcavernosa17528-RA
OG0002152	Pocillopora_acuta_HIv1_PredGene_g15257.t1, Pocillopora_acuta_HIv1_PredGene_g15257.t2	Mcavernosa31171-RA
OG0002153	Pocillopora_acuta_HIv1_PredGene_g15370.t1	Mcavernosa10974-RA
OG0002154	Pocillopora_acuta_HIv1_PredGene_g28187.t1	Mcavernosa05146-RA, Mcavernosa05150-RA
OG0002160	Pocillopora_acuta_HIv1_PredGene_g28276.t1, Pocillopora_acuta_HIv1_PredGene_g27210.t1, Pocillopora_acuta_HIv1_PredGene_g27203.t1	Mcavernosa31865-RA
OG0002160	Pocillopora_acuta_HIv1_PredGene_19740_t, Pocillopora_acuta_HIv1_PredGene_g28286.t1	Mcavernosa31864-RA
OG0002162	Pocillopora_acuta_HIv1_PredGene_g15434.t1	Mcavernosa31809-RA
OG0002162	Pocillopora_acuta_HIv1_PredGene_g3556.t1	Mcavernosa10275-RA
OG0002165	Pocillopora_acuta_HIv1_PredGene_g12895.t1	Mcavernosa18870-RA, Mcavernosa32789-RA
OG0002166	Pocillopora_acuta_HIv1_PredGene_8701_t, Pocillopora_acuta_HIv1_PredGene_g11731.t1	Mcavernosa18028-RA, Mcavernosa03189-RA
OG0002169	Pocillopora_acuta_HIv1_PredGene_g25834.t1, Pocillopora_acuta_HIv1_PredGene_4757_t	Mcavernosa19407-RA, Mcavernosa19408-RA
OG0002170	Pocillopora_acuta_HIv1_PredGene_g4974.t1, Pocillopora_acuta_HIv1_PredGene_g801.t1, Pocillopora_acuta_HIv1_PredGene_g4976.t1, Pocillopora_acuta_HIv1_PredGene_g32587.t1, Pocillopora_acuta_HIv1_PredGene_23462_t, Pocillopora_acuta_HIv1_PredGene_28279_t	Mcavernosa19972-RA
OG0002171	Pocillopora_acuta_HIv1_PredGene_g3046.t1, Pocillopora_acuta_HIv1_PredGene_g21602.t1, Pocillopora_acuta_HIv1_PredGene_g2619.t1	Mcavernosa28126-RA
OG0002172	Pocillopora_acuta_HIv1_PredGene_13786_t, Pocillopora_acuta_HIv1_PredGene_28212_t, Pocillopora_acuta_HIv1_PredGene_g12197.t1, Pocillopora_acuta_HIv1_PredGene_g9389.t1	Mcavernosa10831-RA
OG0002172	Pocillopora_acuta_HIv1_PredGene_g9390.t1	Mcavernosa10829-RA
OG0002173	Pocillopora_acuta_HIv1_PredGene_g12434.t1, Pocillopora_acuta_HIv1_PredGene_g27633.t1, Pocillopora_acuta_HIv1_PredGene_g27636.t1, Pocillopora_acuta_HIv1_PredGene_g12433.t1, Pocillopora_acuta_HIv1_PredGene_g27635.t1, Pocillopora_acuta_HIv1_PredGene_24542_t, Pocillopora_acuta_HIv1_PredGene_g12438.t1, Pocillopora_acuta_HIv1_PredGene_g12439.t1, Pocillopora_acuta_HIv1_PredGene_g27634.t1	Mcavernosa05232-RA, Mcavernosa05234-RA, Mcavernosa05231-RA
OG0002175	Pocillopora_acuta_HIv1_PredGene_g12930.t1, Pocillopora_acuta_HIv1_PredGene_g12930.t2, Pocillopora_acuta_HIv1_PredGene_g25103.t1, Pocillopora_acuta_HIv1_PredGene_g25103.t2	Mcavernosa30988-RA
OG0002176	Pocillopora_acuta_HIv1_PredGene_g6872.t1, Pocillopora_acuta_HIv1_PredGene_g12414.t1, Pocillopora_acuta_HIv1_PredGene_g6873.t1, Pocillopora_acuta_HIv1_PredGene_g12415.t1	Mcavernosa17976-RA
OG0002177	Pocillopora_acuta_HIv1_PredGene_g5598.t1, Pocillopora_acuta_HIv1_PredGene_g5596.t1	Mcavernosa01171-RA, Mcavernosa17836-RA
OG0002177	Pocillopora_acuta_HIv1_PredGene_8561_t	Mcavernosa01173-RA
OG0002179	Pocillopora_acuta_HIv1_PredGene_g33396.t1	Mcavernosa25004-RA
OG0002182	Pocillopora_acuta_HIv1_PredGene_g20359.t1	Mcavernosa04621-RA, Mcavernosa19325-RA
OG0002182	Pocillopora_acuta_HIv1_PredGene_g15813.t1	Mcavernosa27150-RA
OG0002183	Pocillopora_acuta_HIv1_PredGene_g9450.t1, Pocillopora_acuta_HIv1_PredGene_g7501.t1	Mcavernosa19957-RA, Mcavernosa19958-RA
OG0002184	Pocillopora_acuta_HIv1_PredGene_g4433.t1, Pocillopora_acuta_HIv1_PredGene_g4434.t1	Mcavernosa05278-RA
OG0002187	Pocillopora_acuta_HIv1_PredGene_g11981.t1, Pocillopora_acuta_HIv1_PredGene_g11979.t1	Mcavernosa27608-RA
OG0002188	Pocillopora_acuta_HIv1_PredGene_g11976.t1	Mcavernosa27612-RA, Mcavernosa12316-RA
OG0002189	Pocillopora_acuta_HIv1_PredGene_g33453.t1	Mcavernosa24960-RA, Mcavernosa24962-RA
OG0002190	Pocillopora_acuta_HIv1_PredGene_g18990.t1	Mcavernosa29743-RA, Mcavernosa29745-RA, Mcavernosa29746-RA
OG0002191	Pocillopora_acuta_HIv1_PredGene_g24181.t1	Mcavernosa29808-RA, Mcavernosa29807-RA, Mcavernosa29806-RA, Mcavernosa32045-RA
