Orthogroup	plut2v1.1.proteins	Pocillopora_acuta_HIv1.genes.pep
OG0000266	plut2.m8.24015.m1	Pocillopora_acuta_HIv1_PredGene_g10478.t1, Pocillopora_acuta_HIv1_PredGene_g737.t1, Pocillopora_acuta_HIv1_PredGene_g739.t1, Pocillopora_acuta_HIv1_PredGene_g742.t1, Pocillopora_acuta_HIv1_PredGene_g768.t1, Pocillopora_acuta_HIv1_PredGene_g31769.t1, Pocillopora_acuta_HIv1_PredGene_g23961.t1, Pocillopora_acuta_HIv1_PredGene_g770.t2, Pocillopora_acuta_HIv1_PredGene_g770.t1, Pocillopora_acuta_HIv1_PredGene_g744.t1, Pocillopora_acuta_HIv1_PredGene_g744.t2, Pocillopora_acuta_HIv1_PredGene_g783.t1, Pocillopora_acuta_HIv1_PredGene_g782.t1, Pocillopora_acuta_HIv1_PredGene_g741.t1, Pocillopora_acuta_HIv1_PredGene_g767.t1, Pocillopora_acuta_HIv1_PredGene_g738.t1, Pocillopora_acuta_HIv1_PredGene_g740.t1, Pocillopora_acuta_HIv1_PredGene_g765.t1, Pocillopora_acuta_HIv1_PredGene_g736.t1
OG0000267	plut2.m8.21951.m1	Pocillopora_acuta_HIv1_PredGene_g13564.t1, Pocillopora_acuta_HIv1_PredGene_g15904.t1, Pocillopora_acuta_HIv1_PredGene_g15306.t1, Pocillopora_acuta_HIv1_PredGene_g15017.t1
OG0000268	plut2.m8.16369.m1	Pocillopora_acuta_HIv1_PredGene_g23406.t1
OG0000269	plut2.m8.11900.m1, plut2.m8.11901.m1, plut2.m8.1359.m1	Pocillopora_acuta_HIv1_PredGene_g10905.t1, Pocillopora_acuta_HIv1_PredGene_g10928.t1, Pocillopora_acuta_HIv1_PredGene_g10932.t1, Pocillopora_acuta_HIv1_PredGene_g10897.t1, Pocillopora_acuta_HIv1_PredGene_g10898.t1
OG0000269	plut2.m8.24178.m1, plut2.m8.16829.m1, plut2.m8.24180.m1, plut2.m8.24179.m1, jamg1.model.Sc0000106.9, plut2.m8.9310.m1, plut2.m8.32608.m1	Pocillopora_acuta_HIv1_PredGene_g28982.t1, Pocillopora_acuta_HIv1_PredGene_g28984.t1, Pocillopora_acuta_HIv1_PredGene_g28985.t1, Pocillopora_acuta_HIv1_PredGene_g28981.t1
OG0000270	plut2.m8.23550.m1	Pocillopora_acuta_HIv1_PredGene_g27512.t1, Pocillopora_acuta_HIv1_PredGene_g27518.t1, Pocillopora_acuta_HIv1_PredGene_27179_t
OG0000270	plut2.m8.6752.m1	Pocillopora_acuta_HIv1_PredGene_g4305.t1
OG0000270	plut2.m8.23082.m1, plut2.m8.2645.m1, plut2.m8.33448.m1	Pocillopora_acuta_HIv1_PredGene_27169_t, Pocillopora_acuta_HIv1_PredGene_g27511.t1
OG0000271	plut2.m8.23188.m1, plut2.m8.32641.m1	Pocillopora_acuta_HIv1_PredGene_g8417.t1, Pocillopora_acuta_HIv1_PredGene_g10797.t1
OG0000272	plut2.m8.25730.m1	Pocillopora_acuta_HIv1_PredGene_g22947.t1
OG0000272	plut2.m8.4032.m1	Pocillopora_acuta_HIv1_PredGene_g21034.t1, Pocillopora_acuta_HIv1_PredGene_10685_t, Pocillopora_acuta_HIv1_PredGene_g21031.t1
OG0000272	plut2.m8.19298.m1	Pocillopora_acuta_HIv1_PredGene_g11668.t1, Pocillopora_acuta_HIv1_PredGene_g22627.t1
OG0000273	jamg1.model.Sc0000001.148, plut2.m8.313.m1, plut2.m8.31175.m1, plut2.m8.303.m1, plut2.m8.319.m1	Pocillopora_acuta_HIv1_PredGene_g21965.t1, Pocillopora_acuta_HIv1_PredGene_g21979.t1, Pocillopora_acuta_HIv1_PredGene_g21969.t1, Pocillopora_acuta_HIv1_PredGene_g21961.t1, Pocillopora_acuta_HIv1_PredGene_g21963.t1, Pocillopora_acuta_HIv1_PredGene_g21976.t1
OG0000273	plut2.m8.308.m1	Pocillopora_acuta_HIv1_PredGene_g21971.t1, Pocillopora_acuta_HIv1_PredGene_g21962.t1, Pocillopora_acuta_HIv1_PredGene_g21975.t1, Pocillopora_acuta_HIv1_PredGene_g21960.t1
OG0000273	plut2.m8.305.m1	Pocillopora_acuta_HIv1_PredGene_g21972.t1
OG0000274	plut2.m8.24370.m1, plut2.m8.24371.m1, plut2.m8.9217.m1	Pocillopora_acuta_HIv1_PredGene_g11434.t1, Pocillopora_acuta_HIv1_PredGene_g11434.t2, Pocillopora_acuta_HIv1_PredGene_g14303.t1
OG0000274	plut2.m8.17007.m1, plut2.m8.18408.m1, plut2.m8.16266.m1, plut2.m8.18410.m1	Pocillopora_acuta_HIv1_PredGene_g28040.t1
OG0000275	plut2.m8.30167.m1, plut2.m8.20033.m1	Pocillopora_acuta_HIv1_PredGene_g1993.t1
OG0000275	plut2.m8.30166.m1	Pocillopora_acuta_HIv1_PredGene_g25340.t1, Pocillopora_acuta_HIv1_PredGene_g20843.t1
OG0000275	plut2.m8.7616.m1	Pocillopora_acuta_HIv1_PredGene_g28681.t1
OG0000277	plut2.m8.33361.m1, plut2.m8.29706.m1, plut2.m8.25030.m1, plut2.m8.23183.m1, plut2.m8.20659.m1, plut2.m8.2003.m1, plut2.m8.24377.m1, plut2.m8.24892.m1, plut2.m8.24800.m1, plut2.m8.1594.m1, plut2.m8.26960.m1, plut2.m8.15331.m1, plut2.m8.13337.m1, plut2.m8.26120.m1, plut2.m8.11501.m1, plut2.m8.30959.m1, plut2.m8.24063.m1, plut2.m8.9042.m1, plut2.m8.7308.m1, plut2.m8.26648.m1, plut2.m8.21332.m1, plut2.m8.5229.m1, plut2.m8.3745.m1	Pocillopora_acuta_HIv1_PredGene_g11601.t1
OG0000278	plut2.m8.25151.m1	Pocillopora_acuta_HIv1_PredGene_g3535.t1, Pocillopora_acuta_HIv1_PredGene_g13150.t1, Pocillopora_acuta_HIv1_PredGene_g31409.t1, Pocillopora_acuta_HIv1_PredGene_g31399.t1, Pocillopora_acuta_HIv1_PredGene_g31406.t1, Pocillopora_acuta_HIv1_PredGene_g8423.t1, Pocillopora_acuta_HIv1_PredGene_g30310.t1, Pocillopora_acuta_HIv1_PredGene_g1850.t1, Pocillopora_acuta_HIv1_PredGene_g10350.t1, Pocillopora_acuta_HIv1_PredGene_g10302.t1, Pocillopora_acuta_HIv1_PredGene_1668_t, Pocillopora_acuta_HIv1_PredGene_g990.t1
OG0000280	plut2.m8.24872.m1	Pocillopora_acuta_HIv1_PredGene_g9508.t1, Pocillopora_acuta_HIv1_PredGene_g25351.t1, Pocillopora_acuta_HIv1_PredGene_g25366.t1
OG0000280	plut2.m8.18656.m1, plut2.m8.18660.m1	Pocillopora_acuta_HIv1_PredGene_g11106.t1
OG0000281	plut2.m8.15777.m1, plut2.m8.25748.m1, plut2.m8.26284.m1, plut2.m8.23288.m1, plut2.m8.26232.m1, plut2.m8.26126.m1, plut2.m8.33030.m1, jamg1.model.Sc0000969.1, plut2.m8.21770.m1	Pocillopora_acuta_HIv1_PredGene_g27506.t1, Pocillopora_acuta_HIv1_PredGene_g13930.t2, Pocillopora_acuta_HIv1_PredGene_g13930.t1, Pocillopora_acuta_HIv1_PredGene_g25253.t1, Pocillopora_acuta_HIv1_PredGene_g27505.t1
OG0000282	jamg1.model.Sc0000208.51, jamg1.model.Sc0000440.5, jamg1.model.Sc0000208.52, jamg1.model.Sc0000117.44, jamg1.model.xpSc0007070.8, jamg1.model.xfSc0000857.1, jamg1.model.Sc0000715.11, jamg1.model.xpSc0007070.7, jamg1.model.Sc0000440.4	Pocillopora_acuta_HIv1_PredGene_g8673.t1
OG0000283	plut2.m8.26190.m1	Pocillopora_acuta_HIv1_PredGene_g10240.t1, Pocillopora_acuta_HIv1_PredGene_g3805.t1, Pocillopora_acuta_HIv1_PredGene_g20814.t1
OG0000283	plut2.m8.7405.m1	Pocillopora_acuta_HIv1_PredGene_g11547.t1, Pocillopora_acuta_HIv1_PredGene_g32002.t1, Pocillopora_acuta_HIv1_PredGene_g4815.t1
OG0000284	jamg1.model.xpSc0007096.5	Pocillopora_acuta_HIv1_PredGene_g11276.t1, Pocillopora_acuta_HIv1_PredGene_g21238.t1, Pocillopora_acuta_HIv1_PredGene_g21231.t1, Pocillopora_acuta_HIv1_PredGene_g27974.t1, Pocillopora_acuta_HIv1_PredGene_g20231.t1, Pocillopora_acuta_HIv1_PredGene_g19022.t1
OG0000285	jamg1.model.Sc0000038.4	Pocillopora_acuta_HIv1_PredGene_g16167.t1
OG0000286	plut2.m8.30194.m1, plut2.m8.30197.m1, plut2.m8.7259.m1, plut2.m8.30193.m1, plut2.m8.30199.m1, plut2.m8.7262.m1, plut2.m8.7260.m1, plut2.m8.7261.m1	Pocillopora_acuta_HIv1_PredGene_g17371.t1, Pocillopora_acuta_HIv1_PredGene_g17372.t1, Pocillopora_acuta_HIv1_PredGene_g29658.t1, Pocillopora_acuta_HIv1_PredGene_g4373.t1, Pocillopora_acuta_HIv1_PredGene_g1639.t1, Pocillopora_acuta_HIv1_PredGene_g1639.t2, Pocillopora_acuta_HIv1_PredGene_g17370.t1, Pocillopora_acuta_HIv1_PredGene_g29659.t1, Pocillopora_acuta_HIv1_PredGene_g17362.t1, Pocillopora_acuta_HIv1_PredGene_g17364.t1, Pocillopora_acuta_HIv1_PredGene_g29663.t1, Pocillopora_acuta_HIv1_PredGene_g29657.t1, Pocillopora_acuta_HIv1_PredGene_g17373.t1
OG0000287	jamg1.model.Sc0000139.9	Pocillopora_acuta_HIv1_PredGene_g4634.t1, Pocillopora_acuta_HIv1_PredGene_g4632.t1, Pocillopora_acuta_HIv1_PredGene_g4637.t1, Pocillopora_acuta_HIv1_PredGene_g4635.t1, Pocillopora_acuta_HIv1_PredGene_g4636.t2, Pocillopora_acuta_HIv1_PredGene_g4636.t1, Pocillopora_acuta_HIv1_PredGene_g4638.t1, Pocillopora_acuta_HIv1_PredGene_g8192.t1, Pocillopora_acuta_HIv1_PredGene_g4642.t1, Pocillopora_acuta_HIv1_PredGene_g4633.t1, Pocillopora_acuta_HIv1_PredGene_g4631.t1, Pocillopora_acuta_HIv1_PredGene_g4630.t1, Pocillopora_acuta_HIv1_PredGene_g12618.t1, Pocillopora_acuta_HIv1_PredGene_g21003.t1, Pocillopora_acuta_HIv1_PredGene_g21002.t1
OG0000290	plut2.m8.16204.m1, plut2.m8.25697.m1, plut2.m8.16198.m1, plut2.m8.25699.m1, plut2.m8.16197.m1, plut2.m8.33393.m1, plut2.m8.18462.m1, plut2.m8.18461.m1, plut2.m8.923.m1, plut2.m8.927.m1, plut2.m8.14198.m1, plut2.m8.14193.m1, plut2.m8.33391.m1	Pocillopora_acuta_HIv1_PredGene_g7992.t1
OG0000290	plut2.m8.14187.m1	Pocillopora_acuta_HIv1_PredGene_g7998.t1
OG0000291	jamg1.model.xpSc0007061.6	Pocillopora_acuta_HIv1_PredGene_g23227.t1, Pocillopora_acuta_HIv1_PredGene_g23252.t1, Pocillopora_acuta_HIv1_PredGene_g8742.t1, Pocillopora_acuta_HIv1_PredGene_g32750.t1, Pocillopora_acuta_HIv1_PredGene_g6243.t1, Pocillopora_acuta_HIv1_PredGene_g803.t1, Pocillopora_acuta_HIv1_PredGene_g3131.t1, Pocillopora_acuta_HIv1_PredGene_g5740.t1
OG0000291	plut2.m8.23370.m1	Pocillopora_acuta_HIv1_PredGene_g26070.t1, Pocillopora_acuta_HIv1_PredGene_g26070.t2, Pocillopora_acuta_HIv1_PredGene_g12418.t1, Pocillopora_acuta_HIv1_PredGene_g20715.t1, Pocillopora_acuta_HIv1_PredGene_g24882.t1
OG0000293	jamg1.model.Sc0000632.1, plut2.m8.24861.m1, plut2.m8.24860.m1, plut2.m8.17451.m1, plut2.m8.26440.m1, plut2.m8.26447.m1	Pocillopora_acuta_HIv1_PredGene_g10884.t1
OG0000294	plut2.m8.31913.m1	Pocillopora_acuta_HIv1_PredGene_g15376.t1
OG0000294	plut2.m8.31904.m1	Pocillopora_acuta_HIv1_PredGene_g19268.t1
OG0000295	plut2.m8.23615.m1	Pocillopora_acuta_HIv1_PredGene_g15587.t1, Pocillopora_acuta_HIv1_PredGene_3926_t, Pocillopora_acuta_HIv1_PredGene_g15589.t1
OG0000298	plut2.m8.28350.m1, plut2.m8.28352.m1, plut2.m8.19111.m1	Pocillopora_acuta_HIv1_PredGene_g22934.t1, Pocillopora_acuta_HIv1_PredGene_g6728.t1
OG0000298	plut2.m8.28344.m1, plut2.m8.33229.m1, plut2.m8.30683.m1	Pocillopora_acuta_HIv1_PredGene_g22932.t1, Pocillopora_acuta_HIv1_PredGene_g22661.t1, Pocillopora_acuta_HIv1_PredGene_g6737.t1
OG0000298	plut2.m8.32206.m1, plut2.m8.28348.m1, plut2.m8.23892.m1, plut2.m8.28346.m1	Pocillopora_acuta_HIv1_PredGene_g6722.t1, Pocillopora_acuta_HIv1_PredGene_g22940.t2, Pocillopora_acuta_HIv1_PredGene_g22940.t1, Pocillopora_acuta_HIv1_PredGene_g6722.t2, Pocillopora_acuta_HIv1_PredGene_g22675.t1
OG0000298	plut2.m8.23891.m1	Pocillopora_acuta_HIv1_PredGene_g22931.t2, Pocillopora_acuta_HIv1_PredGene_g22931.t1
OG0000299	plut2.m8.5827.m1	Pocillopora_acuta_HIv1_PredGene_g2153.t1, Pocillopora_acuta_HIv1_PredGene_g2158.t1, Pocillopora_acuta_HIv1_PredGene_g5063.t1, Pocillopora_acuta_HIv1_PredGene_g1557.t1
OG0000300	plut2.m8.25319.m1	Pocillopora_acuta_HIv1_PredGene_g17818.t1, Pocillopora_acuta_HIv1_PredGene_g8816.t1, Pocillopora_acuta_HIv1_PredGene_g10153.t1, Pocillopora_acuta_HIv1_PredGene_g26625.t1
OG0000301	plut2.m8.11875.m1	Pocillopora_acuta_HIv1_PredGene_g2189.t1, Pocillopora_acuta_HIv1_PredGene_g851.t1
OG0000301	plut2.m8.11874.m1	Pocillopora_acuta_HIv1_PredGene_g2137.t1, Pocillopora_acuta_HIv1_PredGene_23126_t
OG0000303	plut2.m8.18968.m1, plut2.m8.24606.m1, plut2.m8.23578.m1, plut2.m8.14843.m1	Pocillopora_acuta_HIv1_PredGene_g24813.t1
OG0000303	jamg1.model.Sc0000186.39	Pocillopora_acuta_HIv1_PredGene_g17646.t1, Pocillopora_acuta_HIv1_PredGene_g15202.t1, Pocillopora_acuta_HIv1_PredGene_g28347.t1
OG0000304	jamg1.model.xfSc0000589.2, jamg1.model.Sc0000198.21, jamg1.model.Sc0000571.2, jamg1.model.Sc0000461.9	Pocillopora_acuta_HIv1_PredGene_g26115.t1, Pocillopora_acuta_HIv1_PredGene_g8462.t1, Pocillopora_acuta_HIv1_PredGene_g27629.t1, Pocillopora_acuta_HIv1_PredGene_g25350.t1, Pocillopora_acuta_HIv1_PredGene_g24786.t1
OG0000305	plut2.m8.25877.m1	Pocillopora_acuta_HIv1_PredGene_g21934.t1, Pocillopora_acuta_HIv1_PredGene_g14640.t1
OG0000305	plut2.m8.3931.m1	Pocillopora_acuta_HIv1_PredGene_g17677.t1, Pocillopora_acuta_HIv1_PredGene_g8542.t1, Pocillopora_acuta_HIv1_PredGene_g2438.t1, Pocillopora_acuta_HIv1_PredGene_g31364.t1, Pocillopora_acuta_HIv1_PredGene_g7670.t1, Pocillopora_acuta_HIv1_PredGene_g7749.t1
OG0000306	jamg1.model.Sc0000551.3, plut2.m8.24782.m1	Pocillopora_acuta_HIv1_PredGene_g23938.t1, Pocillopora_acuta_HIv1_PredGene_g23945.t1, Pocillopora_acuta_HIv1_PredGene_g21330.t1, Pocillopora_acuta_HIv1_PredGene_g2939.t1, Pocillopora_acuta_HIv1_PredGene_g21332.t1, Pocillopora_acuta_HIv1_PredGene_g2937.t1, Pocillopora_acuta_HIv1_PredGene_g2952.t1, Pocillopora_acuta_HIv1_PredGene_g2940.t1, Pocillopora_acuta_HIv1_PredGene_g21329.t1, Pocillopora_acuta_HIv1_PredGene_g21334.t1, Pocillopora_acuta_HIv1_PredGene_g2935.t1, Pocillopora_acuta_HIv1_PredGene_g2951.t1
OG0000307	jamg1.model.xpSc0007102.7	Pocillopora_acuta_HIv1_PredGene_g20274.t1, Pocillopora_acuta_HIv1_PredGene_g5883.t1, Pocillopora_acuta_HIv1_PredGene_g21466.t1, Pocillopora_acuta_HIv1_PredGene_g32929.t1, Pocillopora_acuta_HIv1_PredGene_g1482.t1, Pocillopora_acuta_HIv1_PredGene_g29580.t1, Pocillopora_acuta_HIv1_PredGene_g4724.t1, Pocillopora_acuta_HIv1_PredGene_g23372.t1, Pocillopora_acuta_HIv1_PredGene_g14155.t1, Pocillopora_acuta_HIv1_PredGene_g1484.t1, Pocillopora_acuta_HIv1_PredGene_g27902.t1, Pocillopora_acuta_HIv1_PredGene_g31292.t1, Pocillopora_acuta_HIv1_PredGene_g25285.t1, Pocillopora_acuta_HIv1_PredGene_g5677.t1
OG0000310	plut2.m8.9653.m1	Pocillopora_acuta_HIv1_PredGene_g17600.t1
OG0000311	jamg1.model.Sc0000018.17	Pocillopora_acuta_HIv1_PredGene_g14665.t1
OG0000311	plut2.m8.33218.m1, plut2.m8.33219.m1, plut2.m8.14539.m1	Pocillopora_acuta_HIv1_PredGene_g26156.t1
OG0000312	plut2.m8.23571.m1	Pocillopora_acuta_HIv1_PredGene_g8805.t1
OG0000312	plut2.m8.3985.m1	Pocillopora_acuta_HIv1_PredGene_g8397.t1, Pocillopora_acuta_HIv1_PredGene_g24013.t1
OG0000312	jamg1.model.xfSc0000477.7	Pocillopora_acuta_HIv1_PredGene_g19975.t1
OG0000312	jamg1.model.xpSc0007185.19	Pocillopora_acuta_HIv1_PredGene_g23512.t1, Pocillopora_acuta_HIv1_PredGene_g16461.t1, Pocillopora_acuta_HIv1_PredGene_g10312.t1, Pocillopora_acuta_HIv1_PredGene_g27070.t1
OG0000313	plut2.m8.4641.m1	Pocillopora_acuta_HIv1_PredGene_g586.t1, Pocillopora_acuta_HIv1_PredGene_g585.t2, Pocillopora_acuta_HIv1_PredGene_g585.t1, Pocillopora_acuta_HIv1_PredGene_g585.t3, Pocillopora_acuta_HIv1_PredGene_3743_t, Pocillopora_acuta_HIv1_PredGene_g1739.t1, Pocillopora_acuta_HIv1_PredGene_g581.t1
OG0000314	jamg1.model.Sc0000053.111	Pocillopora_acuta_HIv1_PredGene_g12481.t1, Pocillopora_acuta_HIv1_PredGene_g11411.t1
OG0000316	plut2.m8.28476.m1	Pocillopora_acuta_HIv1_PredGene_g26455.t1, Pocillopora_acuta_HIv1_PredGene_g28850.t1, Pocillopora_acuta_HIv1_PredGene_g11721.t1
OG0000318	plut2.m8.10597.m1, plut2.m8.10588.m1, plut2.m8.10593.m1, plut2.m8.10591.m1, plut2.m8.10589.m1, plut2.m8.10592.m1, plut2.m8.14428.m1	Pocillopora_acuta_HIv1_PredGene_g5711.t1, Pocillopora_acuta_HIv1_PredGene_10577_t, Pocillopora_acuta_HIv1_PredGene_10571_t, Pocillopora_acuta_HIv1_PredGene_g5710.t1, Pocillopora_acuta_HIv1_PredGene_g5715.t1
OG0000319	plut2.m8.9469.m1, plut2.m8.24775.m1, plut2.m8.1617.m1, plut2.m8.11115.m1	Pocillopora_acuta_HIv1_PredGene_g8074.t1
OG0000319	plut2.m8.12680.m1	Pocillopora_acuta_HIv1_PredGene_g17226.t1
OG0000319	jamg1.model.Sc0000013.18	Pocillopora_acuta_HIv1_PredGene_g12220.t1
OG0000321	plut2.m8.8879.m1	Pocillopora_acuta_HIv1_PredGene_g20026.t1, Pocillopora_acuta_HIv1_PredGene_g23846.t1, Pocillopora_acuta_HIv1_PredGene_g19098.t1, Pocillopora_acuta_HIv1_PredGene_g14280.t1, Pocillopora_acuta_HIv1_PredGene_g28884.t1, Pocillopora_acuta_HIv1_PredGene_g22652.t1, Pocillopora_acuta_HIv1_PredGene_g12759.t1, Pocillopora_acuta_HIv1_PredGene_g14673.t1, Pocillopora_acuta_HIv1_PredGene_g28205.t1, Pocillopora_acuta_HIv1_PredGene_g5114.t1
OG0000323	plut2.m8.32047.m1	Pocillopora_acuta_HIv1_PredGene_15691_t, Pocillopora_acuta_HIv1_PredGene_g31913.t1, Pocillopora_acuta_HIv1_PredGene_g30508.t1, Pocillopora_acuta_HIv1_PredGene_27663_t, Pocillopora_acuta_HIv1_PredGene_g616.t1, Pocillopora_acuta_HIv1_PredGene_g624.t1, Pocillopora_acuta_HIv1_PredGene_g30504.t1, Pocillopora_acuta_HIv1_PredGene_g627.t1, Pocillopora_acuta_HIv1_PredGene_g30835.t1, Pocillopora_acuta_HIv1_PredGene_g30831.t1
OG0000324	plut2.m8.2016.m1	Pocillopora_acuta_HIv1_PredGene_g29608.t1
OG0000324	jamg1.model.Sc0000937.2, jamg1.model.Sc0000451.16	Pocillopora_acuta_HIv1_PredGene_g29607.t1
OG0000326	plut2.m8.3733.m1, plut2.m8.3732.m1	Pocillopora_acuta_HIv1_PredGene_g3113.t1, Pocillopora_acuta_HIv1_PredGene_g3111.t1, Pocillopora_acuta_HIv1_PredGene_g3110.t1, Pocillopora_acuta_HIv1_PredGene_g3112.t1, Pocillopora_acuta_HIv1_PredGene_g3109.t1, Pocillopora_acuta_HIv1_PredGene_14916_t, Pocillopora_acuta_HIv1_PredGene_g3114.t1
OG0000327	plut2.m8.28437.m1, plut2.m8.16930.m1	Pocillopora_acuta_HIv1_PredGene_g32921.t1, Pocillopora_acuta_HIv1_PredGene_g1357.t1
OG0000327	plut2.m8.16935.m1, plut2.m8.16931.m1	Pocillopora_acuta_HIv1_PredGene_g32582.t1
OG0000328	plut2.m8.5698.m1	Pocillopora_acuta_HIv1_PredGene_g23710.t1
OG0000328	plut2.m8.5699.m1, plut2.m8.5692.m1, plut2.m8.2134.m1, plut2.m8.2136.m1, plut2.m8.2131.m1	Pocillopora_acuta_HIv1_PredGene_g23635.t1
OG0000329	plut2.m8.24999.m1	Pocillopora_acuta_HIv1_PredGene_g16515.t1
OG0000329	plut2.m8.11853.m1	Pocillopora_acuta_HIv1_PredGene_g28023.t1, Pocillopora_acuta_HIv1_PredGene_682_t, Pocillopora_acuta_HIv1_PredGene_g7707.t1
OG0000331	jamg1.model.Sc0000135.32	Pocillopora_acuta_HIv1_PredGene_g29222.t1, Pocillopora_acuta_HIv1_PredGene_g3836.t1, Pocillopora_acuta_HIv1_PredGene_g24020.t1, Pocillopora_acuta_HIv1_PredGene_g3403.t1
OG0000332	jamg1.model.xfSc0000135.4, jamg1.model.Sc0000116.62	Pocillopora_acuta_HIv1_PredGene_g8652.t1
OG0000333	plut2.m8.13422.m1, plut2.m8.8643.m1, plut2.m8.15324.m1	Pocillopora_acuta_HIv1_PredGene_g7874.t1
OG0000333	jamg1.model.xfSc0000658.4, jamg1.model.xfSc0000082.9, jamg1.model.Sc0000186.50, jamg1.model.Sc0000015.17	Pocillopora_acuta_HIv1_PredGene_g7786.t1, Pocillopora_acuta_HIv1_PredGene_g10483.t1
OG0000334	plut2.m8.15863.m1	Pocillopora_acuta_HIv1_PredGene_g28828.t1, Pocillopora_acuta_HIv1_PredGene_g1538.t1
OG0000334	plut2.m8.25261.m1, plut2.m8.20735.m1	Pocillopora_acuta_HIv1_PredGene_g22169.t1
OG0000337	plut2.m8.1923.m1, plut2.m8.1925.m1, plut2.m8.1930.m1, plut2.m8.1937.m1	Pocillopora_acuta_HIv1_PredGene_g1928.t1
OG0000337	plut2.m8.1927.m1	Pocillopora_acuta_HIv1_PredGene_g13167.t1, Pocillopora_acuta_HIv1_PredGene_g13176.t1, Pocillopora_acuta_HIv1_PredGene_g13168.t1, Pocillopora_acuta_HIv1_PredGene_g2023.t1
OG0000338	plut2.m8.5799.m1	Pocillopora_acuta_HIv1_PredGene_g32236.t1
OG0000338	plut2.m8.10972.m1, plut2.m8.3616.m1	Pocillopora_acuta_HIv1_PredGene_g26336.t1
OG0000339	plut2.m8.27681.m1	Pocillopora_acuta_HIv1_PredGene_g1793.t1, Pocillopora_acuta_HIv1_PredGene_g26218.t1, Pocillopora_acuta_HIv1_PredGene_g5878.t1, Pocillopora_acuta_HIv1_PredGene_g29285.t1, Pocillopora_acuta_HIv1_PredGene_g9427.t1, Pocillopora_acuta_HIv1_PredGene_g27612.t1, Pocillopora_acuta_HIv1_PredGene_g33260.t1, Pocillopora_acuta_HIv1_PredGene_g20993.t1, Pocillopora_acuta_HIv1_PredGene_g22442.t1, Pocillopora_acuta_HIv1_PredGene_g23551.t1
OG0000340	plut2.m8.20032.m1	Pocillopora_acuta_HIv1_PredGene_g27.t1
OG0000341	plut2.m8.28481.m1	Pocillopora_acuta_HIv1_PredGene_g6826.t1, Pocillopora_acuta_HIv1_PredGene_g6801.t1, Pocillopora_acuta_HIv1_PredGene_18446_t, Pocillopora_acuta_HIv1_PredGene_g6802.t1, Pocillopora_acuta_HIv1_PredGene_g6814.t1, Pocillopora_acuta_HIv1_PredGene_g6820.t1, Pocillopora_acuta_HIv1_PredGene_g6800.t1, Pocillopora_acuta_HIv1_PredGene_g6822.t1, Pocillopora_acuta_HIv1_PredGene_g6825.t1, Pocillopora_acuta_HIv1_PredGene_g6808.t1, Pocillopora_acuta_HIv1_PredGene_g6813.t1, Pocillopora_acuta_HIv1_PredGene_g6806.t1
OG0000341	jamg1.model.xfSc0000081.8, plut2.m8.29114.m1, jamg1.model.xfSc0000081.13, jamg1.model.xfSc0000081.16	Pocillopora_acuta_HIv1_PredGene_g6819.t1
OG0000342	plut2.m8.744.m1	Pocillopora_acuta_HIv1_PredGene_g10593.t1, Pocillopora_acuta_HIv1_PredGene_g8066.t1, Pocillopora_acuta_HIv1_PredGene_g8069.t1
OG0000342	plut2.m8.8341.m1, plut2.m8.8342.m1	Pocillopora_acuta_HIv1_PredGene_g19208.t1, Pocillopora_acuta_HIv1_PredGene_g10595.t1, Pocillopora_acuta_HIv1_PredGene_g8068.t1, Pocillopora_acuta_HIv1_PredGene_g8067.t1, Pocillopora_acuta_HIv1_PredGene_787_t, Pocillopora_acuta_HIv1_PredGene_g8085.t1, Pocillopora_acuta_HIv1_PredGene_g8082.t1, Pocillopora_acuta_HIv1_PredGene_802_t, Pocillopora_acuta_HIv1_PredGene_g8080.t1, Pocillopora_acuta_HIv1_PredGene_g8081.t1, Pocillopora_acuta_HIv1_PredGene_g8072.t1, Pocillopora_acuta_HIv1_PredGene_g8073.t1, Pocillopora_acuta_HIv1_PredGene_g8078.t1, Pocillopora_acuta_HIv1_PredGene_g8071.t1, Pocillopora_acuta_HIv1_PredGene_g8079.t1, Pocillopora_acuta_HIv1_PredGene_g8065.t1, Pocillopora_acuta_HIv1_PredGene_g8070.t1, Pocillopora_acuta_HIv1_PredGene_g8077.t1
OG0000344	plut2.m8.22383.m1, plut2.m8.17826.m1, plut2.m8.18369.m1, plut2.m8.6980.m1, plut2.m8.18376.m1, plut2.m8.18740.m1, plut2.m8.4978.m1, plut2.m8.18378.m1, plut2.m8.6981.m1, plut2.m8.6985.m1, plut2.m8.5000.m1, plut2.m8.6278.m1	Pocillopora_acuta_HIv1_PredGene_g14137.t1
OG0000344	plut2.m8.6280.m1, plut2.m8.4981.m1, plut2.m8.31153.m1, plut2.m8.25909.m1, plut2.m8.5006.m1	Pocillopora_acuta_HIv1_PredGene_g14138.t1, Pocillopora_acuta_HIv1_PredGene_g14139.t1
OG0000346	plut2.m8.2921.m1	Pocillopora_acuta_HIv1_PredGene_g22986.t1, Pocillopora_acuta_HIv1_PredGene_g22989.t1, Pocillopora_acuta_HIv1_PredGene_g30106.t1
