Orthogroup	Pocillopora_acuta_HIv1.genes.pep	plut2v1.1.proteins
OG0000927	Pocillopora_acuta_HIv1_PredGene_g14251.t1, Pocillopora_acuta_HIv1_PredGene_g3867.t1, Pocillopora_acuta_HIv1_PredGene_g24205.t1	plut2.m8.24282.m1, plut2.m8.30049.m1, plut2.m8.24279.m1
OG0000928	Pocillopora_acuta_HIv1_PredGene_g28592.t1, Pocillopora_acuta_HIv1_PredGene_16522_t	plut2.m8.15186.m1
OG0000928	Pocillopora_acuta_HIv1_PredGene_g8936.t1	plut2.m8.14147.m1
OG0000929	Pocillopora_acuta_HIv1_PredGene_g4797.t1	plut2.m8.17751.m1, plut2.m8.25856.m1, plut2.m8.17750.m1
OG0000929	Pocillopora_acuta_HIv1_PredGene_g4796.t1	plut2.m8.17752.m1
OG0000931	Pocillopora_acuta_HIv1_PredGene_g26150.t1	plut2.m8.14990.m1
OG0000931	Pocillopora_acuta_HIv1_PredGene_g26153.t1	plut2.m8.14982.m1, plut2.m8.14981.m1
OG0000932	Pocillopora_acuta_HIv1_PredGene_g13915.t1, Pocillopora_acuta_HIv1_PredGene_g14307.t1	plut2.m8.4092.m1
OG0000933	Pocillopora_acuta_HIv1_PredGene_g13641.t1, Pocillopora_acuta_HIv1_PredGene_g19012.t1, Pocillopora_acuta_HIv1_PredGene_g20241.t1, Pocillopora_acuta_HIv1_PredGene_29486_t	plut2.m8.1717.m1, plut2.m8.1721.m1, plut2.m8.1715.m1, plut2.m8.1722.m1
OG0000934	Pocillopora_acuta_HIv1_PredGene_g26163.t1, Pocillopora_acuta_HIv1_PredGene_g26162.t1, Pocillopora_acuta_HIv1_PredGene_g1478.t1, Pocillopora_acuta_HIv1_PredGene_g26161.t1	jamg1.model.Sc0000197.65, jamg1.model.Sc0000197.63
OG0000935	Pocillopora_acuta_HIv1_PredGene_g5564.t1, Pocillopora_acuta_HIv1_PredGene_g25462.t1	plut2.m8.20826.m1
OG0000935	Pocillopora_acuta_HIv1_PredGene_g25464.t1, Pocillopora_acuta_HIv1_PredGene_g25467.t1	plut2.m8.20827.m1
OG0000936	Pocillopora_acuta_HIv1_PredGene_g11496.t1, Pocillopora_acuta_HIv1_PredGene_g4982.t1, Pocillopora_acuta_HIv1_PredGene_g13224.t1, Pocillopora_acuta_HIv1_PredGene_g18529.t1, Pocillopora_acuta_HIv1_PredGene_g1536.t1, Pocillopora_acuta_HIv1_PredGene_g9867.t1, Pocillopora_acuta_HIv1_PredGene_g20973.t1, Pocillopora_acuta_HIv1_PredGene_g26741.t1, Pocillopora_acuta_HIv1_PredGene_g7833.t1, Pocillopora_acuta_HIv1_PredGene_g28829.t1, Pocillopora_acuta_HIv1_PredGene_g31335.t1, Pocillopora_acuta_HIv1_PredGene_g8929.t1	plut2.m8.22070.m1
OG0000937	Pocillopora_acuta_HIv1_PredGene_g985.t1, Pocillopora_acuta_HIv1_PredGene_g991.t1	plut2.m8.3867.m1, plut2.m8.22568.m1
OG0000937	Pocillopora_acuta_HIv1_PredGene_g31389.t1, Pocillopora_acuta_HIv1_PredGene_3087_t	plut2.m8.2692.m1, plut2.m8.2688.m1, plut2.m8.32458.m1
OG0000940	Pocillopora_acuta_HIv1_PredGene_g14164.t1, Pocillopora_acuta_HIv1_PredGene_g1996.t1, Pocillopora_acuta_HIv1_PredGene_g20617.t1, Pocillopora_acuta_HIv1_PredGene_g20614.t1, Pocillopora_acuta_HIv1_PredGene_g20612.t1, Pocillopora_acuta_HIv1_PredGene_g2167.t1, Pocillopora_acuta_HIv1_PredGene_g13998.t1, Pocillopora_acuta_HIv1_PredGene_g18668.t1, Pocillopora_acuta_HIv1_PredGene_g13997.t1, Pocillopora_acuta_HIv1_PredGene_g18667.t1	jamg1.model.Sc0000500.19, jamg1.model.Sc0000415.23, jamg1.model.Sc0000984.2, plut2.m8.14396.m1, jamg1.model.xpSc0007169.3, jamg1.model.Sc0000052.13, plut2.m8.5816.m1, jamg1.model.Sc0000009.151, jamg1.model.Sc0000322.14, jamg1.model.Sc0000338.21, jamg1.model.xfSc0000749.1
OG0000941	Pocillopora_acuta_HIv1_PredGene_g17136.t1, Pocillopora_acuta_HIv1_PredGene_26963_t, Pocillopora_acuta_HIv1_PredGene_g15347.t1, Pocillopora_acuta_HIv1_PredGene_g24868.t1, Pocillopora_acuta_HIv1_PredGene_g26579.t1, Pocillopora_acuta_HIv1_PredGene_g11583.t1, Pocillopora_acuta_HIv1_PredGene_g11151.t1	plut2.m8.24339.m1, plut2.m8.3387.m1, plut2.m8.18972.m1
OG0000942	Pocillopora_acuta_HIv1_PredGene_g15154.t1, Pocillopora_acuta_HIv1_PredGene_g6300.t1, Pocillopora_acuta_HIv1_PredGene_g24029.t1, Pocillopora_acuta_HIv1_PredGene_g29940.t1, Pocillopora_acuta_HIv1_PredGene_g5545.t1, Pocillopora_acuta_HIv1_PredGene_g22995.t1, Pocillopora_acuta_HIv1_PredGene_g27118.t1, Pocillopora_acuta_HIv1_PredGene_g27116.t1, Pocillopora_acuta_HIv1_PredGene_g30640.t1, Pocillopora_acuta_HIv1_PredGene_g6009.t1	plut2.m8.8932.m1
OG0000943	Pocillopora_acuta_HIv1_PredGene_g4260.t1	jamg1.model.Sc0000740.1
OG0000943	Pocillopora_acuta_HIv1_PredGene_g126.t1	jamg1.model.Sc0000095.41, jamg1.model.Sc0000749.3
OG0000944	Pocillopora_acuta_HIv1_PredGene_g458.t1, Pocillopora_acuta_HIv1_PredGene_g16000.t1, Pocillopora_acuta_HIv1_PredGene_20344_t, Pocillopora_acuta_HIv1_PredGene_g15952.t1	plut2.m8.31667.m1, jamg1.model.Sc0000129.78, plut2.m8.29636.m1, plut2.m8.29848.m1, plut2.m8.29638.m1
OG0000945	Pocillopora_acuta_HIv1_PredGene_g23391.t1	plut2.m8.22935.m1, plut2.m8.15800.m1, plut2.m8.11101.m1
OG0000946	Pocillopora_acuta_HIv1_PredGene_g4761.t1	plut2.m8.24723.m1
OG0000948	Pocillopora_acuta_HIv1_PredGene_g9656.t1, Pocillopora_acuta_HIv1_PredGene_g9657.t1, Pocillopora_acuta_HIv1_PredGene_g3406.t1	jamg1.model.xfSc0000022.5, plut2.m8.31420.m1, plut2.m8.27416.m1, plut2.m8.27500.m1, plut2.m8.27501.m1, plut2.m8.27493.m1
OG0000950	Pocillopora_acuta_HIv1_PredGene_g10825.t1, Pocillopora_acuta_HIv1_PredGene_g26194.t1, Pocillopora_acuta_HIv1_PredGene_g15915.t1, Pocillopora_acuta_HIv1_PredGene_g32113.t1, Pocillopora_acuta_HIv1_PredGene_g3760.t1, Pocillopora_acuta_HIv1_PredGene_g23382.t1, Pocillopora_acuta_HIv1_PredGene_g165.t1, Pocillopora_acuta_HIv1_PredGene_g25034.t1, Pocillopora_acuta_HIv1_PredGene_g12802.t1	jamg1.model.Sc0000211.48
OG0000951	Pocillopora_acuta_HIv1_PredGene_g12627.t1	jamg1.model.Sc0000205.18
OG0000954	Pocillopora_acuta_HIv1_PredGene_g4914.t1	plut2.m8.23700.m1, plut2.m8.5524.m1
OG0000955	Pocillopora_acuta_HIv1_PredGene_g3003.t1, Pocillopora_acuta_HIv1_PredGene_g2677.t1, Pocillopora_acuta_HIv1_PredGene_g12711.t1, Pocillopora_acuta_HIv1_PredGene_g18077.t1, Pocillopora_acuta_HIv1_PredGene_g18074.t1, Pocillopora_acuta_HIv1_PredGene_g8658.t1	jamg1.model.xpSc0007089.5
OG0000957	Pocillopora_acuta_HIv1_PredGene_g25755.t1, Pocillopora_acuta_HIv1_PredGene_g2845.t1, Pocillopora_acuta_HIv1_PredGene_g2840.t1, Pocillopora_acuta_HIv1_PredGene_g2838.t1, Pocillopora_acuta_HIv1_PredGene_g2839.t1, Pocillopora_acuta_HIv1_PredGene_g2847.t1, Pocillopora_acuta_HIv1_PredGene_g2846.t1, Pocillopora_acuta_HIv1_PredGene_g2835.t1	jamg1.model.xpSc0007173.3, jamg1.model.xpSc0007173.2, jamg1.model.Sc0000313.4
OG0000959	Pocillopora_acuta_HIv1_PredGene_g13473.t1, Pocillopora_acuta_HIv1_PredGene_g13480.t1	plut2.m8.5351.m1, plut2.m8.5356.m1, plut2.m8.5358.m1, jamg1.model.Sc0000049.46, plut2.m8.5357.m1, jamg1.model.Sc0000049.59, plut2.m8.5350.m1
OG0000960	Pocillopora_acuta_HIv1_PredGene_22629_t, Pocillopora_acuta_HIv1_PredGene_31296_t, Pocillopora_acuta_HIv1_PredGene_g25722.t1, Pocillopora_acuta_HIv1_PredGene_g25724.t1, Pocillopora_acuta_HIv1_PredGene_g19390.t1, Pocillopora_acuta_HIv1_PredGene_g24360.t1, Pocillopora_acuta_HIv1_PredGene_g16689.t1	plut2.m8.11047.m1, plut2.m8.11052.m1
OG0000962	Pocillopora_acuta_HIv1_PredGene_g15386.t1	jamg1.model.Sc0000164.54
OG0000963	Pocillopora_acuta_HIv1_PredGene_g15215.t1	plut2.m8.26320.m1, plut2.m8.26319.m1, plut2.m8.22549.m1, plut2.m8.22548.m1
OG0000963	Pocillopora_acuta_HIv1_PredGene_g32840.t1, Pocillopora_acuta_HIv1_PredGene_g32845.t1	plut2.m8.30023.m1, plut2.m8.636.m1
OG0000965	Pocillopora_acuta_HIv1_PredGene_15816_t, Pocillopora_acuta_HIv1_PredGene_g16762.t1	plut2.m8.19902.m1
OG0000965	Pocillopora_acuta_HIv1_PredGene_g16765.t1	plut2.m8.19903.m1
OG0000965	Pocillopora_acuta_HIv1_PredGene_g16763.t1	plut2.m8.19900.m1
OG0000966	Pocillopora_acuta_HIv1_PredGene_g23726.t1	plut2.m8.1129.m1
OG0000968	Pocillopora_acuta_HIv1_PredGene_g26904.t1, Pocillopora_acuta_HIv1_PredGene_g1706.t1, Pocillopora_acuta_HIv1_PredGene_g1707.t1	jamg1.model.xfSc0000188.7, jamg1.model.xfSc0000188.8, jamg1.model.xfSc0000188.2, jamg1.model.xfSc0000340.6, jamg1.model.xfSc0000340.5, jamg1.model.xfSc0000340.4
OG0000969	Pocillopora_acuta_HIv1_PredGene_g17693.t1, Pocillopora_acuta_HIv1_PredGene_g17692.t1, Pocillopora_acuta_HIv1_PredGene_g17691.t1	plut2.m8.23573.m1, plut2.m8.23570.m1
OG0000970	Pocillopora_acuta_HIv1_PredGene_15421_t, Pocillopora_acuta_HIv1_PredGene_g14803.t1	plut2.m8.8683.m1
OG0000970	Pocillopora_acuta_HIv1_PredGene_g14804.t1, Pocillopora_acuta_HIv1_PredGene_15422_t	plut2.m8.5653.m1, plut2.m8.5651.m1
OG0000971	Pocillopora_acuta_HIv1_PredGene_g10103.t1	plut2.m8.9787.m1
OG0000971	Pocillopora_acuta_HIv1_PredGene_g27667.t1	plut2.m8.9793.m1
OG0000972	Pocillopora_acuta_HIv1_PredGene_g5117.t1, Pocillopora_acuta_HIv1_PredGene_16812_t, Pocillopora_acuta_HIv1_PredGene_g5118.t1, Pocillopora_acuta_HIv1_PredGene_g5119.t1, Pocillopora_acuta_HIv1_PredGene_g5120.t1	plut2.m8.1425.m1, plut2.m8.1424.m1
OG0000974	Pocillopora_acuta_HIv1_PredGene_g2583.t1, Pocillopora_acuta_HIv1_PredGene_g2581.t1, Pocillopora_acuta_HIv1_PredGene_g2569.t1	plut2.m8.14019.m1, plut2.m8.23670.m1
OG0000976	Pocillopora_acuta_HIv1_PredGene_g6433.t1, Pocillopora_acuta_HIv1_PredGene_g6432.t1, Pocillopora_acuta_HIv1_PredGene_g6431.t1, Pocillopora_acuta_HIv1_PredGene_g6430.t1, Pocillopora_acuta_HIv1_PredGene_g6428.t1	plut2.m8.11526.m1, plut2.m8.9158.m1, plut2.m8.23223.m1, plut2.m8.17657.m1, plut2.m8.24232.m1
OG0000977	Pocillopora_acuta_HIv1_PredGene_g16100.t1, Pocillopora_acuta_HIv1_PredGene_g19408.t2, Pocillopora_acuta_HIv1_PredGene_g19408.t1	plut2.m8.21532.m1
OG0000978	Pocillopora_acuta_HIv1_PredGene_g8332.t1	plut2.m8.16662.m1
OG0000978	Pocillopora_acuta_HIv1_PredGene_g8333.t1	plut2.m8.27359.m1, plut2.m8.16658.m1, plut2.m8.27364.m1, plut2.m8.16659.m1, plut2.m8.27368.m1
OG0000979	Pocillopora_acuta_HIv1_PredGene_g11822.t1, Pocillopora_acuta_HIv1_PredGene_g9566.t1, Pocillopora_acuta_HIv1_PredGene_g9567.t1	plut2.m8.8999.m1, jamg1.model.Sc0000100.15, plut2.m8.9003.m1, plut2.m8.9002.m1, plut2.m8.9001.m1, plut2.m8.8998.m1, jamg1.model.Sc0000211.1, jamg1.model.Sc0000419.32, jamg1.model.Sc0000845.6, jamg1.model.Sc0000845.5, jamg1.model.Sc0000012.20, plut2.m8.17980.m1, plut2.m8.7490.m1
OG0000980	Pocillopora_acuta_HIv1_PredGene_g24171.t1, Pocillopora_acuta_HIv1_PredGene_g29634.t1, Pocillopora_acuta_HIv1_PredGene_g7648.t1, Pocillopora_acuta_HIv1_PredGene_g18288.t1	plut2.m8.29365.m1
OG0000981	Pocillopora_acuta_HIv1_PredGene_g21516.t1, Pocillopora_acuta_HIv1_PredGene_g21513.t1, Pocillopora_acuta_HIv1_PredGene_7114_t, Pocillopora_acuta_HIv1_PredGene_g21508.t1, Pocillopora_acuta_HIv1_PredGene_g21511.t1, Pocillopora_acuta_HIv1_PredGene_g21515.t1, Pocillopora_acuta_HIv1_PredGene_g21510.t1, Pocillopora_acuta_HIv1_PredGene_g21518.t1	plut2.m8.13986.m1
OG0000983	Pocillopora_acuta_HIv1_PredGene_g27067.t1, Pocillopora_acuta_HIv1_PredGene_g4904.t1	plut2.m8.8079.m1
OG0000985	Pocillopora_acuta_HIv1_PredGene_g15403.t1	plut2.m8.554.m1
OG0000986	Pocillopora_acuta_HIv1_PredGene_g4917.t1	plut2.m8.19842.m1
OG0000987	Pocillopora_acuta_HIv1_PredGene_g12084.t1	plut2.m8.6946.m1, plut2.m8.6947.m1, plut2.m8.29179.m1, plut2.m8.29178.m1
OG0000989	Pocillopora_acuta_HIv1_PredGene_g29845.t1, Pocillopora_acuta_HIv1_PredGene_g29843.t1, Pocillopora_acuta_HIv1_PredGene_g29842.t1	plut2.m8.11423.m1, plut2.m8.11415.m1, plut2.m8.4354.m1, plut2.m8.4355.m1
OG0000990	Pocillopora_acuta_HIv1_PredGene_g1938.t2, Pocillopora_acuta_HIv1_PredGene_g1938.t1	plut2.m8.20312.m1
OG0000990	Pocillopora_acuta_HIv1_PredGene_g6623.t1	plut2.m8.1647.m1
OG0000993	Pocillopora_acuta_HIv1_PredGene_g14288.t1, Pocillopora_acuta_HIv1_PredGene_g28136.t1	plut2.m8.6217.m1
OG0000993	Pocillopora_acuta_HIv1_PredGene_g27750.t1	plut2.m8.6216.m1
OG0000994	Pocillopora_acuta_HIv1_PredGene_g12216.t1	plut2.m8.25315.m1, plut2.m8.17325.m1
OG0000994	Pocillopora_acuta_HIv1_PredGene_g3256.t1	plut2.m8.7160.m1, plut2.m8.26162.m1
OG0000995	Pocillopora_acuta_HIv1_PredGene_g438.t1, Pocillopora_acuta_HIv1_PredGene_g434.t1, Pocillopora_acuta_HIv1_PredGene_16079_t	plut2.m8.15267.m1, plut2.m8.15260.m1, plut2.m8.15263.m1, plut2.m8.15261.m1, jamg1.model.Sc0000158.2, plut2.m8.33528.m1, plut2.m8.8480.m1
OG0000995	Pocillopora_acuta_HIv1_PredGene_g437.t1	plut2.m8.8481.m1
OG0000997	Pocillopora_acuta_HIv1_PredGene_g23388.t1	plut2.m8.4585.m1
OG0000998	Pocillopora_acuta_HIv1_PredGene_g15546.t1	jamg1.model.Sc0000236.36
OG0000998	Pocillopora_acuta_HIv1_PredGene_g15547.t1	jamg1.model.Sc0000236.39
OG0000998	Pocillopora_acuta_HIv1_PredGene_g15548.t1	jamg1.model.Sc0000045.34, plut2.m8.22707.m1
OG0000999	Pocillopora_acuta_HIv1_PredGene_g8438.t1, Pocillopora_acuta_HIv1_PredGene_g23118.t1	plut2.m8.17010.m1
OG0001001	Pocillopora_acuta_HIv1_PredGene_g20384.t1, Pocillopora_acuta_HIv1_PredGene_g22573.t1, Pocillopora_acuta_HIv1_PredGene_g18941.t1, Pocillopora_acuta_HIv1_PredGene_g18941.t2, Pocillopora_acuta_HIv1_PredGene_28305_t, Pocillopora_acuta_HIv1_PredGene_g1898.t1	plut2.m8.9331.m1, plut2.m8.9328.m1, plut2.m8.17356.m1, plut2.m8.17353.m1, plut2.m8.22030.m1
OG0001002	Pocillopora_acuta_HIv1_PredGene_g26433.t1	jamg1.model.Sc0000091.70
OG0001004	Pocillopora_acuta_HIv1_PredGene_g19899.t1, Pocillopora_acuta_HIv1_PredGene_g13602.t1, Pocillopora_acuta_HIv1_PredGene_g13605.t1, Pocillopora_acuta_HIv1_PredGene_g19902.t1, Pocillopora_acuta_HIv1_PredGene_g13601.t1, Pocillopora_acuta_HIv1_PredGene_g19900.t1, Pocillopora_acuta_HIv1_PredGene_g13604.t1, Pocillopora_acuta_HIv1_PredGene_g18467.t1, Pocillopora_acuta_HIv1_PredGene_g1648.t1, Pocillopora_acuta_HIv1_PredGene_g15492.t1	plut2.m8.13338.m1
OG0001005	Pocillopora_acuta_HIv1_PredGene_g13468.t1, Pocillopora_acuta_HIv1_PredGene_g6066.t1	plut2.m8.32636.m1, plut2.m8.32635.m1
OG0001005	Pocillopora_acuta_HIv1_PredGene_g32372.t1	plut2.m8.32639.m1
OG0001006	Pocillopora_acuta_HIv1_PredGene_g31708.t1	plut2.m8.12158.m1
OG0001006	Pocillopora_acuta_HIv1_PredGene_g31709.t1, Pocillopora_acuta_HIv1_PredGene_g31709.t2	plut2.m8.12157.m1
OG0001007	Pocillopora_acuta_HIv1_PredGene_g12928.t1, Pocillopora_acuta_HIv1_PredGene_g2288.t1	plut2.m8.28426.m1
OG0001007	Pocillopora_acuta_HIv1_PredGene_g27018.t2, Pocillopora_acuta_HIv1_PredGene_g27018.t1, Pocillopora_acuta_HIv1_PredGene_g3244.t2, Pocillopora_acuta_HIv1_PredGene_g12927.t2, Pocillopora_acuta_HIv1_PredGene_g2289.t1, Pocillopora_acuta_HIv1_PredGene_g12927.t1, Pocillopora_acuta_HIv1_PredGene_g3244.t1	plut2.m8.28425.m1
OG0001011	Pocillopora_acuta_HIv1_PredGene_g16386.t1, Pocillopora_acuta_HIv1_PredGene_g16385.t1, Pocillopora_acuta_HIv1_PredGene_10385_t	jamg1.model.Sc0000168.15, jamg1.model.Sc0000168.17
OG0001011	Pocillopora_acuta_HIv1_PredGene_g22684.t1	plut2.m8.15335.m1
OG0001011	Pocillopora_acuta_HIv1_PredGene_g835.t1	plut2.m8.19757.m1
OG0001011	Pocillopora_acuta_HIv1_PredGene_10384_t	plut2.m8.12757.m1
OG0001012	Pocillopora_acuta_HIv1_PredGene_g14029.t1	plut2.m8.19550.m1
OG0001012	Pocillopora_acuta_HIv1_PredGene_g14028.t1	plut2.m8.19553.m1
OG0001012	Pocillopora_acuta_HIv1_PredGene_g14032.t1	plut2.m8.19546.m1
OG0001013	Pocillopora_acuta_HIv1_PredGene_g6302.t1, Pocillopora_acuta_HIv1_PredGene_20876_t	plut2.m8.19945.m1
OG0001013	Pocillopora_acuta_HIv1_PredGene_g24044.t1	plut2.m8.16475.m1
OG0001013	Pocillopora_acuta_HIv1_PredGene_g23207.t1, Pocillopora_acuta_HIv1_PredGene_g8712.t1	plut2.m8.21256.m1, plut2.m8.23785.m1
OG0001015	Pocillopora_acuta_HIv1_PredGene_g33596.t1, Pocillopora_acuta_HIv1_PredGene_g25380.t1, Pocillopora_acuta_HIv1_PredGene_g31870.t1, Pocillopora_acuta_HIv1_PredGene_g31873.t1, Pocillopora_acuta_HIv1_PredGene_g7433.t1, Pocillopora_acuta_HIv1_PredGene_g7429.t1	jamg1.model.Sc0000016.11, jamg1.model.Sc0000016.8, jamg1.model.Sc0000016.9, jamg1.model.Sc0000016.10
OG0001016	Pocillopora_acuta_HIv1_PredGene_g13121.t1	plut2.m8.18003.m1, plut2.m8.18004.m1
OG0001016	Pocillopora_acuta_HIv1_PredGene_g14438.t1, Pocillopora_acuta_HIv1_PredGene_g404.t1, Pocillopora_acuta_HIv1_PredGene_g393.t1, Pocillopora_acuta_HIv1_PredGene_g398.t1, Pocillopora_acuta_HIv1_PredGene_g396.t1, Pocillopora_acuta_HIv1_PredGene_g390.t1, Pocillopora_acuta_HIv1_PredGene_g401.t1, Pocillopora_acuta_HIv1_PredGene_g397.t1, Pocillopora_acuta_HIv1_PredGene_g399.t1, Pocillopora_acuta_HIv1_PredGene_g394.t1, Pocillopora_acuta_HIv1_PredGene_g402.t1, Pocillopora_acuta_HIv1_PredGene_g395.t1, Pocillopora_acuta_HIv1_PredGene_g403.t1	plut2.m8.14257.m1
OG0001018	Pocillopora_acuta_HIv1_PredGene_g17340.t1, Pocillopora_acuta_HIv1_PredGene_g17321.t1, Pocillopora_acuta_HIv1_PredGene_g17325.t1, Pocillopora_acuta_HIv1_PredGene_g29709.t1, Pocillopora_acuta_HIv1_PredGene_g17326.t1, Pocillopora_acuta_HIv1_PredGene_g17324.t1, Pocillopora_acuta_HIv1_PredGene_g17322.t1, Pocillopora_acuta_HIv1_PredGene_g29712.t1, Pocillopora_acuta_HIv1_PredGene_g29710.t1, Pocillopora_acuta_HIv1_PredGene_g29696.t1, Pocillopora_acuta_HIv1_PredGene_g29708.t1, Pocillopora_acuta_HIv1_PredGene_g17328.t1, Pocillopora_acuta_HIv1_PredGene_g29701.t1	plut2.m8.21555.m1, plut2.m8.21540.m1
OG0001019	Pocillopora_acuta_HIv1_PredGene_g17964.t1, Pocillopora_acuta_HIv1_PredGene_g20800.t1	plut2.m8.7675.m1, plut2.m8.2693.m1
OG0001020	Pocillopora_acuta_HIv1_PredGene_g21402.t1	plut2.m8.8861.m1
OG0001020	Pocillopora_acuta_HIv1_PredGene_g14050.t1	plut2.m8.22442.m1, plut2.m8.22444.m1, plut2.m8.22445.m1, plut2.m8.22447.m1, plut2.m8.16143.m1
OG0001021	Pocillopora_acuta_HIv1_PredGene_g568.t1, Pocillopora_acuta_HIv1_PredGene_3728_t, Pocillopora_acuta_HIv1_PredGene_g569.t1, Pocillopora_acuta_HIv1_PredGene_g556.t1, Pocillopora_acuta_HIv1_PredGene_g2666.t1, Pocillopora_acuta_HIv1_PredGene_g2666.t2, Pocillopora_acuta_HIv1_PredGene_g2665.t1, Pocillopora_acuta_HIv1_PredGene_g563.t1, Pocillopora_acuta_HIv1_PredGene_g2675.t1, Pocillopora_acuta_HIv1_PredGene_g567.t1, Pocillopora_acuta_HIv1_PredGene_3726_t, Pocillopora_acuta_HIv1_PredGene_g566.t1	plut2.m8.7993.m1, plut2.m8.7964.m1
OG0001022	Pocillopora_acuta_HIv1_PredGene_g10514.t3, Pocillopora_acuta_HIv1_PredGene_g10514.t2, Pocillopora_acuta_HIv1_PredGene_g10514.t1, Pocillopora_acuta_HIv1_PredGene_19382_t	plut2.m8.24690.m1
OG0001023	Pocillopora_acuta_HIv1_PredGene_g25799.t1	plut2.m8.22979.m1
OG0001023	Pocillopora_acuta_HIv1_PredGene_g4673.t1, Pocillopora_acuta_HIv1_PredGene_g26192.t1, Pocillopora_acuta_HIv1_PredGene_g12822.t1, Pocillopora_acuta_HIv1_PredGene_g14497.t1, Pocillopora_acuta_HIv1_PredGene_g4348.t1, Pocillopora_acuta_HIv1_PredGene_g28372.t1, Pocillopora_acuta_HIv1_PredGene_g14493.t1, Pocillopora_acuta_HIv1_PredGene_g12823.t1	plut2.m8.25485.m1
OG0001024	Pocillopora_acuta_HIv1_PredGene_g1495.t1, Pocillopora_acuta_HIv1_PredGene_g1485.t1	plut2.m8.22166.m1
OG0001024	Pocillopora_acuta_HIv1_PredGene_g1511.t1, Pocillopora_acuta_HIv1_PredGene_26429_t	plut2.m8.29903.m1, plut2.m8.29904.m1, plut2.m8.29900.m1, plut2.m8.29906.m1
OG0001025	Pocillopora_acuta_HIv1_PredGene_13419_t, Pocillopora_acuta_HIv1_PredGene_g19353.t2, Pocillopora_acuta_HIv1_PredGene_g19353.t1, Pocillopora_acuta_HIv1_PredGene_13426_t, Pocillopora_acuta_HIv1_PredGene_g13413.t1, Pocillopora_acuta_HIv1_PredGene_g13409.t1, Pocillopora_acuta_HIv1_PredGene_g19341.t1, Pocillopora_acuta_HIv1_PredGene_g19354.t1, Pocillopora_acuta_HIv1_PredGene_g13408.t1, Pocillopora_acuta_HIv1_PredGene_g19347.t1, Pocillopora_acuta_HIv1_PredGene_g13236.t1	plut2.m8.31457.m1, plut2.m8.20824.m1
OG0001027	Pocillopora_acuta_HIv1_PredGene_g5519.t1	plut2.m8.10312.m1
OG0001028	Pocillopora_acuta_HIv1_PredGene_g27575.t1, Pocillopora_acuta_HIv1_PredGene_g6851.t1, Pocillopora_acuta_HIv1_PredGene_g8455.t1, Pocillopora_acuta_HIv1_PredGene_g10743.t1, Pocillopora_acuta_HIv1_PredGene_g8126.t1	plut2.m8.18908.m1, plut2.m8.18909.m1, plut2.m8.18907.m1
OG0001030	Pocillopora_acuta_HIv1_PredGene_g15402.t1, Pocillopora_acuta_HIv1_PredGene_g10451.t1, Pocillopora_acuta_HIv1_PredGene_g14161.t1, Pocillopora_acuta_HIv1_PredGene_g32919.t1, Pocillopora_acuta_HIv1_PredGene_g21703.t1, Pocillopora_acuta_HIv1_PredGene_g20963.t1, Pocillopora_acuta_HIv1_PredGene_g32078.t2, Pocillopora_acuta_HIv1_PredGene_g23059.t1	jamg1.model.Sc0000025.109
OG0001032	Pocillopora_acuta_HIv1_PredGene_g10177.t1	plut2.m8.23806.m1, plut2.m8.26546.m1, plut2.m8.3061.m1
OG0001032	Pocillopora_acuta_HIv1_PredGene_g23417.t1	plut2.m8.24076.m1, plut2.m8.5475.m1, plut2.m8.3307.m1, plut2.m8.25662.m1, plut2.m8.26536.m1, plut2.m8.6093.m1, plut2.m8.26952.m1
OG0001033	Pocillopora_acuta_HIv1_PredGene_g1990.t1	plut2.m8.24754.m1
OG0001034	Pocillopora_acuta_HIv1_PredGene_g23370.t1	plut2.m8.24986.m1, plut2.m8.22455.m1, plut2.m8.26218.m1, plut2.m8.26312.m1, plut2.m8.24990.m1, plut2.m8.22454.m1, plut2.m8.22453.m1, plut2.m8.24991.m1
OG0001035	Pocillopora_acuta_HIv1_PredGene_g19233.t1	plut2.m8.14133.m1
OG0001036	Pocillopora_acuta_HIv1_PredGene_g31189.t1	plut2.m8.20975.m1, plut2.m8.20974.m1, plut2.m8.20971.m1, plut2.m8.12104.m1, plut2.m8.16047.m1
OG0001036	Pocillopora_acuta_HIv1_PredGene_g24032.t1, Pocillopora_acuta_HIv1_PredGene_g16503.t1	jamg1.model.Sc0000266.43
OG0001039	Pocillopora_acuta_HIv1_PredGene_g29930.t1	plut2.m8.17802.m1
OG0001041	Pocillopora_acuta_HIv1_PredGene_g16978.t1, Pocillopora_acuta_HIv1_PredGene_g12228.t1, Pocillopora_acuta_HIv1_PredGene_g15411.t1, Pocillopora_acuta_HIv1_PredGene_g15411.t2	plut2.m8.24066.m1
OG0001045	Pocillopora_acuta_HIv1_PredGene_g4275.t1	plut2.m8.9290.m1
OG0001045	Pocillopora_acuta_HIv1_PredGene_g1332.t1	plut2.m8.23740.m1
OG0001047	Pocillopora_acuta_HIv1_PredGene_g10324.t1, Pocillopora_acuta_HIv1_PredGene_g10328.t1, Pocillopora_acuta_HIv1_PredGene_g27785.t1	jamg1.model.Sc0000213.29, plut2.m8.15158.m1, jamg1.model.Sc0000213.2
