Orthogroup	Pocillopora_acuta_HIv1.genes.pep	Acerv_assembly_v1.0.protein
OG0002759	Pocillopora_acuta_HIv1_PredGene_g12223.t1, Pocillopora_acuta_HIv1_PredGene_g19788.t1, Pocillopora_acuta_HIv1_PredGene_g5116.t1, Pocillopora_acuta_HIv1_PredGene_g164.t1, Pocillopora_acuta_HIv1_PredGene_g7989.t1, Pocillopora_acuta_HIv1_PredGene_g14561.t1, Pocillopora_acuta_HIv1_PredGene_g26116.t1	Acerv_evm.model.Segkk971_pilon.58
OG0002760	Pocillopora_acuta_HIv1_PredGene_g1163.t1	Acerv_evm.model.Segkk984_pilon.6
OG0002761	Pocillopora_acuta_HIv1_PredGene_g9731.t1, Pocillopora_acuta_HIv1_PredGene_g9730.t1, Pocillopora_acuta_HIv1_PredGene_g9729.t1	Acerv_evm.model.Segkk984_pilon.1
OG0002762	Pocillopora_acuta_HIv1_PredGene_g7648.t1, Pocillopora_acuta_HIv1_PredGene_g18288.t1, Pocillopora_acuta_HIv1_PredGene_g29634.t1	Acerv_evm.model.Segkk1632_pilon.15, Acerv_evm.model.Segkk993_pilon.76, Acerv_evm.model.Segkk1091_pilon.6, Acerv_evm.model.Segkk2481_pilon.6, Acerv_evm.model.Segkk3263_pilon.32
OG0002763	Pocillopora_acuta_HIv1_PredGene_g5960.t1, Pocillopora_acuta_HIv1_PredGene_g5961.t1	Acerv_evm.model.Segkk1010_pilon.1
OG0002764	Pocillopora_acuta_HIv1_PredGene_g3829.t1, Pocillopora_acuta_HIv1_PredGene_g3829.t2	Acerv_evm.model.Segkk1016_pilon.4
OG0002765	Pocillopora_acuta_HIv1_PredGene_g6195.t1, Pocillopora_acuta_HIv1_PredGene_g33339.t1, Pocillopora_acuta_HIv1_PredGene_32132_t, Pocillopora_acuta_HIv1_PredGene_23195_t	Acerv_evm.model.Segkk1025_pilon.2
OG0002766	Pocillopora_acuta_HIv1_PredGene_g20989.t1, Pocillopora_acuta_HIv1_PredGene_g11109.t1, Pocillopora_acuta_HIv1_PredGene_g4301.t2, Pocillopora_acuta_HIv1_PredGene_g4301.t1	Acerv_evm.model.Segkk1028_pilon.3
OG0002767	Pocillopora_acuta_HIv1_PredGene_g5266.t1	Acerv_evm.model.Segkk1037_pilon.2
OG0002768	Pocillopora_acuta_HIv1_PredGene_24992_t, Pocillopora_acuta_HIv1_PredGene_g11871.t2, Pocillopora_acuta_HIv1_PredGene_g11871.t1	Acerv_evm.model.Segkk1042_pilon.2
OG0002769	Pocillopora_acuta_HIv1_PredGene_g11869.t1	Acerv_evm.model.Segkk1042_pilon.4
OG0002769	Pocillopora_acuta_HIv1_PredGene_g11870.t1	Acerv_evm.model.Segkk1042_pilon.3
OG0002770	Pocillopora_acuta_HIv1_PredGene_g19443.t1, Pocillopora_acuta_HIv1_PredGene_g19443.t2, Pocillopora_acuta_HIv1_PredGene_g19875.t2, Pocillopora_acuta_HIv1_PredGene_g19875.t1	Acerv_evm.model.Segkk1044_pilon.2
OG0002771	Pocillopora_acuta_HIv1_PredGene_g18160.t1	Acerv_evm.model.Segkk1048_pilon.19
OG0002773	Pocillopora_acuta_HIv1_PredGene_g10019.t1, Pocillopora_acuta_HIv1_PredGene_12278_t	Acerv_evm.model.Segkk3114_pilon.4
OG0002774	Pocillopora_acuta_HIv1_PredGene_g5403.t1	Acerv_evm.model.Segkk1666_pilon.9
OG0002775	Pocillopora_acuta_HIv1_PredGene_g28772.t1	Acerv_evm.model.Segkk1078_pilon.43
OG0002776	Pocillopora_acuta_HIv1_PredGene_g33264.t1	Acerv_evm.model.Segkk1081_pilon.1
OG0002777	Pocillopora_acuta_HIv1_PredGene_g572.t1, Pocillopora_acuta_HIv1_PredGene_g2682.t1	Acerv_evm.model.Segkk1276_pilon.7
OG0002778	Pocillopora_acuta_HIv1_PredGene_g23990.t1	Acerv_evm.model.Segkk1240_pilon.3, Acerv_evm.model.Segkk1118_pilon.1
OG0002778	Pocillopora_acuta_HIv1_PredGene_28940_t	Acerv_evm.model.Segkk1424_pilon.25
OG0002779	Pocillopora_acuta_HIv1_PredGene_26248_t, Pocillopora_acuta_HIv1_PredGene_g6255.t1	Acerv_evm.model.Segkk1125_pilon.3
OG0002780	Pocillopora_acuta_HIv1_PredGene_g33622.t1, Pocillopora_acuta_HIv1_PredGene_g33622.t2	Acerv_evm.model.Segkk1130_pilon.10
OG0002781	Pocillopora_acuta_HIv1_PredGene_10461_t, Pocillopora_acuta_HIv1_PredGene_g2971.t1	Acerv_evm.model.Segkk1140_pilon.9
OG0002782	Pocillopora_acuta_HIv1_PredGene_10467_t, Pocillopora_acuta_HIv1_PredGene_g2978.t1, Pocillopora_acuta_HIv1_PredGene_g2976.t1	Acerv_evm.model.Segkk1140_pilon.2, Acerv_evm.model.Segkk1140_pilon.4, Acerv_evm.model.Segkk1140_pilon.7
OG0002783	Pocillopora_acuta_HIv1_PredGene_g3052.t1, Pocillopora_acuta_HIv1_PredGene_g21596.t1	Acerv_evm.model.Segkk1140_pilon.19
OG0002784	Pocillopora_acuta_HIv1_PredGene_g7841.t1	Acerv_evm.model.Segkk1152_pilon.18
OG0002784	Pocillopora_acuta_HIv1_PredGene_g7850.t1	Acerv_evm.model.Segkk1152_pilon.19
OG0002785	Pocillopora_acuta_HIv1_PredGene_g7852.t1	Acerv_evm.model.Segkk1152_pilon.21
OG0002786	Pocillopora_acuta_HIv1_PredGene_g14287.t1, Pocillopora_acuta_HIv1_PredGene_g28137.t1	Acerv_evm.model.Segkk1157_pilon.1
OG0002786	Pocillopora_acuta_HIv1_PredGene_g28138.t1	Acerv_evm.model.Segkk2787_pilon.22
OG0002787	Pocillopora_acuta_HIv1_PredGene_g26142.t1	Acerv_evm.model.Segkk1158_pilon.10
OG0002788	Pocillopora_acuta_HIv1_PredGene_366_t, Pocillopora_acuta_HIv1_PredGene_g7367.t1	Acerv_evm.model.Segkk1169_pilon.7
OG0002789	Pocillopora_acuta_HIv1_PredGene_g7366.t1	Acerv_evm.model.Segkk1423_pilon.3, Acerv_evm.model.Segkk1423_pilon.1, Acerv_evm.model.Segkk1423_pilon.4, Acerv_evm.model.Segkk1169_pilon.8, Acerv_evm.model.Segkk1423_pilon.5
OG0002790	Pocillopora_acuta_HIv1_PredGene_634_t, Pocillopora_acuta_HIv1_PredGene_g7656.t1, Pocillopora_acuta_HIv1_PredGene_633_t	Acerv_evm.model.Segkk1176_pilon.1
OG0002791	Pocillopora_acuta_HIv1_PredGene_g21977.t1, Pocillopora_acuta_HIv1_PredGene_g21974.t1, Pocillopora_acuta_HIv1_PredGene_4201_t, Pocillopora_acuta_HIv1_PredGene_4199_t, Pocillopora_acuta_HIv1_PredGene_g21970.t1	Acerv_evm.model.Segkk2948_pilon.1, Acerv_evm.model.Segkk1183_pilon.2
OG0002792	Pocillopora_acuta_HIv1_PredGene_g1965.t1, Pocillopora_acuta_HIv1_PredGene_g1964.t1	Acerv_evm.model.Segkk1185_pilon.5
OG0002793	Pocillopora_acuta_HIv1_PredGene_g3100.t1	Acerv_evm.model.Segkk1202_pilon.1
OG0002794	Pocillopora_acuta_HIv1_PredGene_g23786.t1, Pocillopora_acuta_HIv1_PredGene_g14017.t1	Acerv_evm.model.Segkk3904_pilon.9, Acerv_evm.model.Segkk1220_pilon.1
OG0002795	Pocillopora_acuta_HIv1_PredGene_g4277.t1, Pocillopora_acuta_HIv1_PredGene_g17249.t2, Pocillopora_acuta_HIv1_PredGene_g12665.t1, Pocillopora_acuta_HIv1_PredGene_g25046.t1, Pocillopora_acuta_HIv1_PredGene_g25046.t2, Pocillopora_acuta_HIv1_PredGene_g22991.t1	Acerv_evm.model.Segkk1225_pilon.21, Acerv_evm.model.Segkk3219_pilon.22
OG0002796	Pocillopora_acuta_HIv1_PredGene_g24891.t1	Acerv_evm.model.Segkk1227_pilon.1
OG0002797	Pocillopora_acuta_HIv1_PredGene_g19374.t1	Acerv_evm.model.Segkk1229_pilon.6, Acerv_evm.model.Segkk2112_pilon.36, Acerv_evm.model.Segkk2112_pilon.37
OG0002798	Pocillopora_acuta_HIv1_PredGene_g21614.t1, Pocillopora_acuta_HIv1_PredGene_7205_t, Pocillopora_acuta_HIv1_PredGene_g3033.t1	Acerv_evm.model.Segkk1248_pilon.7
OG0002799	Pocillopora_acuta_HIv1_PredGene_g19025.t1, Pocillopora_acuta_HIv1_PredGene_g19025.t2	Acerv_evm.model.Segkk1250_pilon.1, Acerv_evm.model.Segkk1250_pilon.2, Acerv_evm.model.Segkk3979_pilon.32
OG0002800	Pocillopora_acuta_HIv1_PredGene_g14825.t3, Pocillopora_acuta_HIv1_PredGene_g14825.t2, Pocillopora_acuta_HIv1_PredGene_g14825.t1	Acerv_evm.model.Segkk1251_pilon.10
OG0002801	Pocillopora_acuta_HIv1_PredGene_g27845.t1, Pocillopora_acuta_HIv1_PredGene_g27850.t1, Pocillopora_acuta_HIv1_PredGene_g27852.t1, Pocillopora_acuta_HIv1_PredGene_g27848.t1, Pocillopora_acuta_HIv1_PredGene_g27853.t1	Acerv_evm.model.Segkk1253_pilon.4
OG0002802	Pocillopora_acuta_HIv1_PredGene_g10890.t1, Pocillopora_acuta_HIv1_PredGene_5795_t	Acerv_evm.model.Segkk1256_pilon.6
OG0002803	Pocillopora_acuta_HIv1_PredGene_g10721.t1, Pocillopora_acuta_HIv1_PredGene_g22785.t1, Pocillopora_acuta_HIv1_PredGene_g22784.t1, Pocillopora_acuta_HIv1_PredGene_g10722.t1	Acerv_evm.model.Segkk1263_pilon.2
OG0002804	Pocillopora_acuta_HIv1_PredGene_g30978.t1	Acerv_evm.model.Segkk1281_pilon.49
OG0002804	Pocillopora_acuta_HIv1_PredGene_g8461.t1	Acerv_evm.model.Segkk3935_pilon.6
OG0002804	Pocillopora_acuta_HIv1_PredGene_g13410.t2, Pocillopora_acuta_HIv1_PredGene_g19543.t1, Pocillopora_acuta_HIv1_PredGene_g10374.t1	Acerv_evm.model.Segkk3047_pilon.10
OG0002805	Pocillopora_acuta_HIv1_PredGene_31434_t, Pocillopora_acuta_HIv1_PredGene_g29169.t1	Acerv_evm.model.Segkk1284_pilon.2
OG0002806	Pocillopora_acuta_HIv1_PredGene_g12319.t1	Acerv_evm.model.Segkk1288_pilon.3
OG0002806	Pocillopora_acuta_HIv1_PredGene_g12320.t1	Acerv_evm.model.Segkk2339_pilon.1
OG0002807	Pocillopora_acuta_HIv1_PredGene_g17863.t1	Acerv_evm.model.Segkk1299_pilon.5
OG0002808	Pocillopora_acuta_HIv1_PredGene_g16334.t1	Acerv_evm.model.Segkk4297_pilon.1, Acerv_evm.model.Segkk1306_pilon.15
OG0002809	Pocillopora_acuta_HIv1_PredGene_g16362.t1	Acerv_evm.model.Segkk1306_pilon.5
OG0002810	Pocillopora_acuta_HIv1_PredGene_g25000.t1	Acerv_evm.model.Segkk1313_pilon.2
OG0002811	Pocillopora_acuta_HIv1_PredGene_g25510.t1, Pocillopora_acuta_HIv1_PredGene_g25479.t1	Acerv_evm.model.Segkk1318_pilon.10, Acerv_evm.model.Segkk1318_pilon.8, Acerv_evm.model.Segkk1318_pilon.9
OG0002812	Pocillopora_acuta_HIv1_PredGene_g21388.t1, Pocillopora_acuta_HIv1_PredGene_g21388.t2	Acerv_evm.model.Segkk1318_pilon.13
OG0002813	Pocillopora_acuta_HIv1_PredGene_g15484.t1	Acerv_evm.model.Segkk4364_pilon.52, Acerv_evm.model.Segkk1356_pilon.2, Acerv_evm.model.Segkk2216_pilon.5
OG0002814	Pocillopora_acuta_HIv1_PredGene_g18687.t1	Acerv_evm.model.Segkk1375_pilon.23
OG0002815	Pocillopora_acuta_HIv1_PredGene_g24962.t1, Pocillopora_acuta_HIv1_PredGene_g24961.t1, Pocillopora_acuta_HIv1_PredGene_12698_t, Pocillopora_acuta_HIv1_PredGene_g24964.t1	Acerv_evm.model.Segkk1380_pilon.1
OG0002816	Pocillopora_acuta_HIv1_PredGene_g14100.t1, Pocillopora_acuta_HIv1_PredGene_g14098.t1, Pocillopora_acuta_HIv1_PredGene_g14089.t1	Acerv_evm.model.Segkk1380_pilon.19
OG0002817	Pocillopora_acuta_HIv1_PredGene_12117_t, Pocillopora_acuta_HIv1_PredGene_g32556.t1, Pocillopora_acuta_HIv1_PredGene_g30049.t1	Acerv_evm.model.Segkk1381_pilon.1, Acerv_evm.model.Segkk1560_pilon.1
OG0002818	Pocillopora_acuta_HIv1_PredGene_g3641.t1, Pocillopora_acuta_HIv1_PredGene_g3641.t2, Pocillopora_acuta_HIv1_PredGene_g3639.t1	Acerv_evm.model.Segkk1386_pilon.7
OG0002819	Pocillopora_acuta_HIv1_PredGene_g940.t1	Acerv_evm.model.Segkk2165_pilon.55, Acerv_evm.model.Segkk1394_pilon.6, Acerv_evm.model.Segkk1394_pilon.5
OG0002820	Pocillopora_acuta_HIv1_PredGene_g21990.t1	Acerv_evm.model.Segkk1412_pilon.12
OG0002821	Pocillopora_acuta_HIv1_PredGene_g25950.t1, Pocillopora_acuta_HIv1_PredGene_g19303.t1, Pocillopora_acuta_HIv1_PredGene_g10879.t1	Acerv_evm.model.Segkk1415_pilon.11
OG0002822	Pocillopora_acuta_HIv1_PredGene_g23978.t1	Acerv_evm.model.Segkk1424_pilon.14
OG0002823	Pocillopora_acuta_HIv1_PredGene_g9297.t1	Acerv_evm.model.Segkk1434_pilon.4
OG0002824	Pocillopora_acuta_HIv1_PredGene_g25568.t1	Acerv_evm.model.Segkk1440_pilon.12
OG0002825	Pocillopora_acuta_HIv1_PredGene_g7414.t1	Acerv_evm.model.Segkk2893_pilon.1, Acerv_evm.model.Segkk1452_pilon.16, Acerv_evm.model.Segkk2191_pilon.6
OG0002826	Pocillopora_acuta_HIv1_PredGene_g7801.t1, Pocillopora_acuta_HIv1_PredGene_13518_t	Acerv_evm.model.Segkk1481_pilon.9
OG0002827	Pocillopora_acuta_HIv1_PredGene_g7806.t2, Pocillopora_acuta_HIv1_PredGene_g7806.t1	Acerv_evm.model.Segkk1481_pilon.15
OG0002828	Pocillopora_acuta_HIv1_PredGene_g28405.t1	Acerv_evm.model.Segkk1484_pilon.2
OG0002829	Pocillopora_acuta_HIv1_PredGene_g23539.t1, Pocillopora_acuta_HIv1_PredGene_7954_t, Pocillopora_acuta_HIv1_PredGene_22078_t, Pocillopora_acuta_HIv1_PredGene_g1556.t1, Pocillopora_acuta_HIv1_PredGene_g28804.t1	Acerv_evm.model.Segkk1484_pilon.5
OG0002830	Pocillopora_acuta_HIv1_PredGene_g28778.t1, Pocillopora_acuta_HIv1_PredGene_g19951.t1, Pocillopora_acuta_HIv1_PredGene_22971_t, Pocillopora_acuta_HIv1_PredGene_18652_t	Acerv_evm.model.Segkk1497_pilon.12
OG0002832	Pocillopora_acuta_HIv1_PredGene_g8568.t2	Acerv_evm.model.Segkk2728_pilon.2
OG0002832	Pocillopora_acuta_HIv1_PredGene_g8568.t1	Acerv_evm.model.Segkk1511_pilon.11
OG0002833	Pocillopora_acuta_HIv1_PredGene_g8500.t1	Acerv_evm.model.Segkk1550_pilon.4, Acerv_evm.model.Segkk1550_pilon.3
OG0002834	Pocillopora_acuta_HIv1_PredGene_g21131.t1, Pocillopora_acuta_HIv1_PredGene_g9332.t1	Acerv_evm.model.Segkk1564_pilon.21
OG0002834	Pocillopora_acuta_HIv1_PredGene_g21124.t1, Pocillopora_acuta_HIv1_PredGene_g9340.t1	Acerv_evm.model.Segkk1564_pilon.22
OG0002835	Pocillopora_acuta_HIv1_PredGene_g29487.t1	Acerv_evm.model.Segkk1566_pilon.3
OG0002836	Pocillopora_acuta_HIv1_PredGene_27731_t, Pocillopora_acuta_HIv1_PredGene_g16697.t1, Pocillopora_acuta_HIv1_PredGene_g16700.t1, Pocillopora_acuta_HIv1_PredGene_g16695.t1	Acerv_evm.model.Segkk1569_pilon.4
OG0002837	Pocillopora_acuta_HIv1_PredGene_g9711.t1	Acerv_evm.model.Segkk1570_pilon.6
OG0002838	Pocillopora_acuta_HIv1_PredGene_g19115.t1, Pocillopora_acuta_HIv1_PredGene_g19116.t1	Acerv_evm.model.Segkk1572_pilon.11
OG0002839	Pocillopora_acuta_HIv1_PredGene_g12679.t1	Acerv_evm.model.Segkk1579_pilon.5
OG0002840	Pocillopora_acuta_HIv1_PredGene_g28388.t1, Pocillopora_acuta_HIv1_PredGene_g26480.t1, Pocillopora_acuta_HIv1_PredGene_18145_t	Acerv_evm.model.Segkk1581_pilon.1, Acerv_evm.model.Segkk3047_pilon.41
OG0002841	Pocillopora_acuta_HIv1_PredGene_g21397.t1	Acerv_evm.model.Segkk3627_pilon.1
OG0002842	Pocillopora_acuta_HIv1_PredGene_g8870.t1	Acerv_evm.model.Segkk1587_pilon.11
OG0002843	Pocillopora_acuta_HIv1_PredGene_g5407.t1	Acerv_evm.model.Segkk1595_pilon.5
OG0002844	Pocillopora_acuta_HIv1_PredGene_g4926.t1, Pocillopora_acuta_HIv1_PredGene_g4936.t1, Pocillopora_acuta_HIv1_PredGene_g4937.t1, Pocillopora_acuta_HIv1_PredGene_g4925.t1	Acerv_evm.model.Segkk1650_pilon.3
OG0002845	Pocillopora_acuta_HIv1_PredGene_g31737.t1	Acerv_evm.model.Segkk3057_pilon.22, Acerv_evm.model.Segkk1655_pilon.1
OG0002846	Pocillopora_acuta_HIv1_PredGene_g10252.t1, Pocillopora_acuta_HIv1_PredGene_g10253.t1	Acerv_evm.model.Segkk1657_pilon.25
OG0002847	Pocillopora_acuta_HIv1_PredGene_g5420.t1	Acerv_evm.model.Segkk1666_pilon.19
OG0002848	Pocillopora_acuta_HIv1_PredGene_g8960.t1	Acerv_evm.model.Segkk1669_pilon.7, Acerv_evm.model.Segkk2985_pilon.1
OG0002849	Pocillopora_acuta_HIv1_PredGene_g9975.t2, Pocillopora_acuta_HIv1_PredGene_g29103.t1, Pocillopora_acuta_HIv1_PredGene_g9975.t1	Acerv_evm.model.Segkk1676_pilon.2
OG0002851	Pocillopora_acuta_HIv1_PredGene_g32636.t1, Pocillopora_acuta_HIv1_PredGene_g32635.t1	Acerv_evm.model.Segkk1707_pilon.11
OG0002852	Pocillopora_acuta_HIv1_PredGene_g11863.t1	Acerv_evm.model.Segkk1728_pilon.1
OG0002852	Pocillopora_acuta_HIv1_PredGene_g11864.t1	Acerv_evm.model.Segkk3658_pilon.4
OG0002853	Pocillopora_acuta_HIv1_PredGene_g5746.t1	Acerv_evm.model.Segkk2569_pilon.1, Acerv_evm.model.Segkk1730_pilon.6, Acerv_evm.model.Segkk3067_pilon.1, Acerv_evm.model.Segkk3067_pilon.2, Acerv_evm.model.Segkk1730_pilon.3
OG0002854	Pocillopora_acuta_HIv1_PredGene_g18736.t1, Pocillopora_acuta_HIv1_PredGene_g18736.t2	Acerv_evm.model.Segkk1733_pilon.3
OG0002855	Pocillopora_acuta_HIv1_PredGene_g28056.t1	Acerv_evm.model.Segkk2537_pilon.4, Acerv_evm.model.Segkk1746_pilon.2, Acerv_evm.model.Segkk3654_pilon.8, Acerv_evm.model.Segkk4080_pilon.1, Acerv_evm.model.Segkk4203_pilon.4
OG0002856	Pocillopora_acuta_HIv1_PredGene_g24760.t1, Pocillopora_acuta_HIv1_PredGene_g24730.t1	Acerv_evm.model.Segkk1749_pilon.20
OG0002857	Pocillopora_acuta_HIv1_PredGene_g33065.t1, Pocillopora_acuta_HIv1_PredGene_g33066.t1	Acerv_evm.model.Segkk1761_pilon.2
OG0002858	Pocillopora_acuta_HIv1_PredGene_g11783.t1	Acerv_evm.model.Segkk1771_pilon.1
OG0002858	Pocillopora_acuta_HIv1_PredGene_8765_t	Acerv_evm.model.Segkk1771_pilon.2
OG0002860	Pocillopora_acuta_HIv1_PredGene_g5394.t1	Acerv_evm.model.Segkk1771_pilon.12
OG0002861	Pocillopora_acuta_HIv1_PredGene_g9562.t1	Acerv_evm.model.Segkk1774_pilon.14, Acerv_evm.model.Segkk2229_pilon.8
OG0002862	Pocillopora_acuta_HIv1_PredGene_g30075.t1, Pocillopora_acuta_HIv1_PredGene_g30076.t1	Acerv_evm.model.Segkk1777_pilon.8
OG0002863	Pocillopora_acuta_HIv1_PredGene_g19406.t1, Pocillopora_acuta_HIv1_PredGene_g24379.t1	Acerv_evm.model.Segkk1777_pilon.23
OG0002864	Pocillopora_acuta_HIv1_PredGene_g19403.t1, Pocillopora_acuta_HIv1_PredGene_g19403.t2, Pocillopora_acuta_HIv1_PredGene_g24376.t1	Acerv_evm.model.Segkk1777_pilon.25
OG0002865	Pocillopora_acuta_HIv1_PredGene_g552.t1, Pocillopora_acuta_HIv1_PredGene_g2661.t2, Pocillopora_acuta_HIv1_PredGene_g2661.t1, Pocillopora_acuta_HIv1_PredGene_15924_t, Pocillopora_acuta_HIv1_PredGene_3712_t	Acerv_evm.model.Segkk1778_pilon.32
OG0002866	Pocillopora_acuta_HIv1_PredGene_g16006.t2	Acerv_evm.model.Segkk1778_pilon.1
OG0002867	Pocillopora_acuta_HIv1_PredGene_g15976.t1	Acerv_evm.model.Segkk1778_pilon.16, Acerv_evm.model.Segkk1778_pilon.15
OG0002868	Pocillopora_acuta_HIv1_PredGene_g17146.t1	Acerv_evm.model.Segkk1782_pilon.18
OG0002868	Pocillopora_acuta_HIv1_PredGene_g17144.t1	Acerv_evm.model.Segkk1966_pilon.2
OG0002869	Pocillopora_acuta_HIv1_PredGene_g27132.t1, Pocillopora_acuta_HIv1_PredGene_g2638.t1	Acerv_evm.model.Segkk1795_pilon.3
OG0002870	Pocillopora_acuta_HIv1_PredGene_g8662.t1, Pocillopora_acuta_HIv1_PredGene_g20724.t1	Acerv_evm.model.Segkk2510_pilon.51
OG0002870	Pocillopora_acuta_HIv1_PredGene_g21416.t1, Pocillopora_acuta_HIv1_PredGene_g2320.t1, Pocillopora_acuta_HIv1_PredGene_g29317.t1	Acerv_evm.model.Segkk1796_pilon.3
OG0002871	Pocillopora_acuta_HIv1_PredGene_g25431.t1, Pocillopora_acuta_HIv1_PredGene_g29364.t1	Acerv_evm.model.Segkk1799_pilon.10
OG0002872	Pocillopora_acuta_HIv1_PredGene_g15231.t1, Pocillopora_acuta_HIv1_PredGene_g26184.t1	Acerv_evm.model.Segkk1801_pilon.3
OG0002874	Pocillopora_acuta_HIv1_PredGene_g19248.t1	Acerv_evm.model.Segkk3935_pilon.60, Acerv_evm.model.Segkk1990_pilon.4, Acerv_evm.model.Segkk1990_pilon.1, Acerv_evm.model.Segkk1821_pilon.20
OG0002875	Pocillopora_acuta_HIv1_PredGene_g7499.t1	Acerv_evm.model.Segkk3167_pilon.27
OG0002876	Pocillopora_acuta_HIv1_PredGene_g7540.t1	Acerv_evm.model.Segkk1822_pilon.6
OG0002877	Pocillopora_acuta_HIv1_PredGene_g8324.t1, Pocillopora_acuta_HIv1_PredGene_g8324.t2, Pocillopora_acuta_HIv1_PredGene_11681_t, Pocillopora_acuta_HIv1_PredGene_g13936.t1	Acerv_evm.model.Segkk1833_pilon.2
OG0002878	Pocillopora_acuta_HIv1_PredGene_g13411.t1, Pocillopora_acuta_HIv1_PredGene_g2395.t1	Acerv_evm.model.Segkk1835_pilon.22
OG0002879	Pocillopora_acuta_HIv1_PredGene_g6860.t1, Pocillopora_acuta_HIv1_PredGene_14509_t, Pocillopora_acuta_HIv1_PredGene_13005_t, Pocillopora_acuta_HIv1_PredGene_g12397.t1	Acerv_evm.model.Segkk1835_pilon.35
OG0002880	Pocillopora_acuta_HIv1_PredGene_17802_t, Pocillopora_acuta_HIv1_PredGene_g27406.t1	Acerv_evm.model.Segkk1839_pilon.6
OG0002881	Pocillopora_acuta_HIv1_PredGene_g30265.t1	Acerv_evm.model.Segkk1841_pilon.4, Acerv_evm.model.Segkk2504_pilon.3, Acerv_evm.model.Segkk1841_pilon.5
OG0002882	Pocillopora_acuta_HIv1_PredGene_g20979.t2, Pocillopora_acuta_HIv1_PredGene_g20979.t1, Pocillopora_acuta_HIv1_PredGene_g32016.t1, Pocillopora_acuta_HIv1_PredGene_g32016.t2	Acerv_evm.model.Segkk1859_pilon.11
OG0002883	Pocillopora_acuta_HIv1_PredGene_g15851.t1, Pocillopora_acuta_HIv1_PredGene_g15637.t1, Pocillopora_acuta_HIv1_PredGene_g15642.t1, Pocillopora_acuta_HIv1_PredGene_g14271.t1, Pocillopora_acuta_HIv1_PredGene_g13436.t1	Acerv_evm.model.Segkk1860_pilon.5
OG0002884	Pocillopora_acuta_HIv1_PredGene_g32156.t1, Pocillopora_acuta_HIv1_PredGene_g31196.t3	Acerv_evm.model.Segkk1861_pilon.12
OG0002885	Pocillopora_acuta_HIv1_PredGene_g20901.t1, Pocillopora_acuta_HIv1_PredGene_19054_t	Acerv_evm.model.Segkk1862_pilon.4
OG0002886	Pocillopora_acuta_HIv1_PredGene_130_t, Pocillopora_acuta_HIv1_PredGene_g7138.t1	Acerv_evm.model.Segkk1863_pilon.6
OG0002887	Pocillopora_acuta_HIv1_PredGene_g9154.t1, Pocillopora_acuta_HIv1_PredGene_3331_t	Acerv_evm.model.Segkk1865_pilon.2
OG0002888	Pocillopora_acuta_HIv1_PredGene_g29793.t1	Acerv_evm.model.Segkk1867_pilon.17, Acerv_evm.model.Segkk2558_pilon.2
OG0002889	Pocillopora_acuta_HIv1_PredGene_g26963.t2, Pocillopora_acuta_HIv1_PredGene_g2242.t2, Pocillopora_acuta_HIv1_PredGene_g2242.t1, Pocillopora_acuta_HIv1_PredGene_g26963.t1	Acerv_evm.model.Segkk1878_pilon.12
OG0002890	Pocillopora_acuta_HIv1_PredGene_g3080.t2	Acerv_evm.model.Segkk2341_pilon.4, Acerv_evm.model.Segkk1883_pilon.4
OG0002891	Pocillopora_acuta_HIv1_PredGene_g9056.t1, Pocillopora_acuta_HIv1_PredGene_3234_t	Acerv_evm.model.Segkk1887_pilon.21
OG0002892	Pocillopora_acuta_HIv1_PredGene_g9026.t1	Acerv_evm.model.Segkk1936_pilon.11
OG0002893	Pocillopora_acuta_HIv1_PredGene_g29406.t2, Pocillopora_acuta_HIv1_PredGene_g29406.t1, Pocillopora_acuta_HIv1_PredGene_g29406.t3	Acerv_evm.model.Segkk1947_pilon.8
OG0002894	Pocillopora_acuta_HIv1_PredGene_g21049.t1	Acerv_evm.model.Segkk2581_pilon.10, Acerv_evm.model.Segkk1958_pilon.10, Acerv_evm.model.Segkk3344_pilon.1, Acerv_evm.model.Segkk2581_pilon.9
OG0002895	Pocillopora_acuta_HIv1_PredGene_g17141.t2, Pocillopora_acuta_HIv1_PredGene_g17141.t1	Acerv_evm.model.Segkk1966_pilon.6
OG0002896	Pocillopora_acuta_HIv1_PredGene_g4700.t1, Pocillopora_acuta_HIv1_PredGene_g12257.t1	Acerv_evm.model.Segkk1976_pilon.8, Acerv_evm.model.Segkk1976_pilon.7
OG0002897	Pocillopora_acuta_HIv1_PredGene_g6567.t1	Acerv_evm.model.Segkk1978_pilon.1, Acerv_evm.model.Segkk2302_pilon.16, Acerv_evm.model.Segkk3985_pilon.2
OG0002899	Pocillopora_acuta_HIv1_PredGene_g28134.t1	Acerv_evm.model.Segkk1982_pilon.11
OG0002899	Pocillopora_acuta_HIv1_PredGene_g27743.t1	Acerv_evm.model.Segkk3966_pilon.4
OG0002900	Pocillopora_acuta_HIv1_PredGene_30497_t, Pocillopora_acuta_HIv1_PredGene_g31102.t1, Pocillopora_acuta_HIv1_PredGene_30496_t	Acerv_evm.model.Segkk1997_pilon.7
OG0002901	Pocillopora_acuta_HIv1_PredGene_g27415.t1, Pocillopora_acuta_HIv1_PredGene_g31107.t1	Acerv_evm.model.Segkk1997_pilon.3
