"","gene_id","19_T33_Ac_WK","24_T12_Ac_FM","25_ctl1_Ac_GF_1","27_ctl2_Ac_YG_1","31_T22_Ac_UV","35_T43_Ac_MT","37_T13_Ac_ML","38_T23_Ac_IN","41_ctl3_Ac_RN_1","45_T41_Ac_SC_1","47_T31_Ac_JB","52_T11_Ac_II","53_T21_Ac_NH","54_T42_Ac_JQ","57_T32_Ac_NM","scaffold","start","stop","length","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"1664","Acerv_evm.TU.Segkk1786_pilon.14",21,0,61,44,18,23,36,15,40,23,11,39,7,31,15,"Segkk1786_pilon",128349,129662,1313,NA,NA,NA,NA,NA,NA,NA
"1665","Acerv_evm.TU.Segkk1786_pilon.19",220,0,438,552,146,263,189,217,531,669,126,207,83,267,98,"Segkk1786_pilon",204068,215640,11572,NA,NA,NA,NA,NA,NA,NA
"1666","Acerv_evm.TU.Segkk1786_pilon.2",423,0,872,858,258,457,268,323,910,1062,329,420,161,517,202,"Segkk1786_pilon",14418,24216,9798,NA,NA,NA,NA,NA,NA,NA
"1667","Acerv_evm.TU.Segkk1786_pilon.3",39,0,59,47,20,41,15,20,37,31,15,7,24,27,7,"Segkk1786_pilon",35580,37419,1839,NA,NA,NA,NA,NA,NA,NA
"1668","Acerv_evm.TU.Segkk1786_pilon.5",39,0,80,58,25,48,16,34,66,90,23,19,24,43,12,"Segkk1786_pilon",57273,59293,2020,NA,NA,NA,NA,NA,NA,NA
"1669","Acerv_evm.TU.Segkk1787_pilon.1",111,0,201,215,81,119,70,98,249,237,53,77,48,128,55,"Segkk1787_pilon",1335,5896,4561,NA,NA,NA,NA,NA,NA,NA
"1670","Acerv_evm.TU.Segkk1789_pilon.1",80,0,142,125,52,98,61,57,81,114,34,53,51,113,33,"Segkk1789_pilon",110,6396,6286,NA,NA,NA,NA,NA,NA,NA
"1671","Acerv_evm.TU.Segkk1790_pilon.1",19,0,26,9,13,17,12,22,20,15,8,26,13,26,7,"Segkk1790_pilon",4103,5101,998,NA,NA,NA,NA,NA,NA,NA
"1672","Acerv_evm.TU.Segkk1792_pilon.1",414,0,742,732,273,485,235,236,501,694,183,116,169,444,119,"Segkk1792_pilon",68,6892,6824,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"1673","Acerv_evm.TU.Segkk1793_pilon.1",36,0,6,9,24,38,25,41,6,13,33,37,14,37,13,"Segkk1793_pilon",1461,4240,2779,NA,NA,NA,NA,NA,NA,NA
"1674","Acerv_evm.TU.Segkk1794_pilon.2",234,1,246,381,102,395,118,15,47,51,11,31,90,90,37,"Segkk1794_pilon",9568,10452,884,NA,NA,NA,NA,NA,NA,NA
"1675","Acerv_evm.TU.Segkk1794_pilon.3",48,0,50,78,24,56,20,37,40,49,17,7,30,28,6,"Segkk1794_pilon",13915,14719,804,NA,NA,NA,NA,NA,NA,NA
"1676","Acerv_evm.TU.Segkk1795_pilon.12",84,0,189,145,45,85,48,67,197,295,48,34,38,86,30,"Segkk1795_pilon",97400,101155,3755,NA,NA,NA,NA,NA,NA,NA
"1677","Acerv_evm.TU.Segkk1795_pilon.13",463,0,904,917,335,513,362,350,787,1002,258,430,194,581,218,"Segkk1795_pilon",103278,120481,17203,NA,NA,NA,NA,NA,NA,NA
"1678","Acerv_evm.TU.Segkk1795_pilon.3",1456,0,2713,2242,991,1848,737,843,1806,2813,600,456,760,1504,414,"Segkk1795_pilon",8931,31037,22106,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"1679","Acerv_evm.TU.Segkk1795_pilon.6",3775,0,8216,6442,2297,4224,2545,2912,5887,7477,2045,3021,1526,4039,1347,"Segkk1795_pilon",44265,60407,16142,NA,NA,NA,NA,NA,NA,NA
"1680","Acerv_evm.TU.Segkk1795_pilon.7",34,0,34,41,84,66,70,49,15,22,13,33,112,302,80,"Segkk1795_pilon",66551,67738,1187,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"1681","Acerv_evm.TU.Segkk1795_pilon.9",37,0,161,121,35,62,33,22,108,129,34,24,29,71,25,"Segkk1795_pilon",79172,80560,1388,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"1682","Acerv_evm.TU.Segkk1796_pilon.1",1527,112,3431,2708,1360,2249,1190,1391,2464,3278,958,872,897,2166,686,"Segkk1796_pilon",17,22238,22221,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"1683","Acerv_evm.TU.Segkk1796_pilon.10",181,0,446,319,180,262,151,180,358,425,118,148,132,297,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1684","Acerv_evm.TU.Segkk1796_pilon.12",150,1,302,284,118,193,100,112,268,382,83,116,80,217,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1685","Acerv_evm.TU.Segkk1796_pilon.13",44,0,77,88,36,45,36,27,96,77,28,40,17,48,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1686","Acerv_evm.TU.Segkk1796_pilon.14",276,0,490,486,186,328,191,270,461,736,148,167,122,345,114,NA,NA,NA,NA,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"1687","Acerv_evm.TU.Segkk1796_pilon.16",268,0,591,566,204,331,179,328,841,963,206,219,98,331,119,NA,NA,NA,NA,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"1688","Acerv_evm.TU.Segkk1796_pilon.2",125,0,289,241,105,186,77,113,181,278,58,167,88,204,65,"Segkk1796_pilon",23995,37603,13608,NA,NA,NA,NA,NA,NA,NA
"1689","Acerv_evm.TU.Segkk1796_pilon.22",252,0,184,472,185,401,153,143,160,220,91,114,182,205,86,"Segkk1796_pilon",254289,256371,2082,NA,NA,NA,NA,NA,NA,NA
"1690","Acerv_evm.TU.Segkk1796_pilon.23",278,0,281,436,229,439,209,354,450,679,217,190,159,314,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1691","Acerv_evm.TU.Segkk1796_pilon.24",780,0,1102,1758,570,1122,580,744,1268,1412,487,598,509,830,381,"Segkk1796_pilon",270879,273046,2167,NA,NA,NA,NA,NA,NA,NA
"1692","Acerv_evm.TU.Segkk1796_pilon.25",334,0,514,607,217,436,189,202,377,556,159,103,157,320,80,"Segkk1796_pilon",279612,288759,9147,NA,NA,NA,NA,NA,NA,NA
"1693","Acerv_evm.TU.Segkk1796_pilon.3",79,0,118,117,31,74,39,18,49,38,7,27,32,70,23,"Segkk1796_pilon",41016,42192,1176,NA,NA,NA,NA,NA,NA,NA
"1694","Acerv_evm.TU.Segkk1796_pilon.5",234,0,489,208,107,151,194,28,112,80,26,185,57,198,128,"Segkk1796_pilon",55054,59191,4137,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"1695","Acerv_evm.TU.Segkk1797_pilon.10",37,0,95,67,18,35,18,25,59,93,20,38,11,38,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1696","Acerv_evm.TU.Segkk1797_pilon.7",183,0,378,533,179,272,158,124,390,521,140,193,82,222,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1697","Acerv_evm.TU.Segkk1799_pilon.1",1026,0,1256,758,288,603,406,364,1310,1330,211,362,468,500,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1698","Acerv_evm.TU.Segkk1799_pilon.10",74,0,120,143,43,71,55,58,179,282,52,53,27,73,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1699","Acerv_evm.TU.Segkk1799_pilon.12",171,0,313,362,108,228,99,93,254,425,109,123,79,218,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1700","Acerv_evm.TU.Segkk1799_pilon.5",1279,0,2456,1324,733,1188,663,540,1266,2285,358,611,816,1172,445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1701","Acerv_evm.TU.Segkk18_pilon.1",125,0,220,225,73,135,71,65,177,262,71,80,55,149,49,"Segkk18_pilon",16993,22907,5914,NA,NA,NA,NA,NA,NA,NA
"1702","Acerv_evm.TU.Segkk18_pilon.10",121,8,286,268,106,153,90,97,240,270,65,76,79,191,60,"Segkk18_pilon",174801,176176,1375,NA,NA,NA,NA,NA,NA,NA
"1703","Acerv_evm.TU.Segkk18_pilon.13",185,0,327,439,124,182,163,180,329,434,127,250,77,218,130,"Segkk18_pilon",187030,189418,2388,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"1704","Acerv_evm.TU.Segkk18_pilon.14",237,0,406,410,167,277,100,188,442,275,163,303,125,379,137,"Segkk18_pilon",191393,196225,4832,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"1705","Acerv_evm.TU.Segkk18_pilon.15",144,0,281,346,119,239,106,156,310,388,113,151,99,306,104,"Segkk18_pilon",198094,199887,1793,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"1706","Acerv_evm.TU.Segkk18_pilon.16",30,0,39,67,24,35,17,18,30,62,25,26,10,33,13,"Segkk18_pilon",202887,205020,2133,NA,NA,NA,NA,NA,NA,NA
"1707","Acerv_evm.TU.Segkk18_pilon.17",196,0,218,231,85,182,109,123,259,398,109,189,68,205,86,"Segkk18_pilon",207738,210260,2522,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"1708","Acerv_evm.TU.Segkk18_pilon.3",82,12,167,180,38,64,48,69,257,279,54,49,27,72,34,"Segkk18_pilon",54169,57727,3558,NA,NA,NA,NA,NA,NA,NA
"1709","Acerv_evm.TU.Segkk18_pilon.8",70,0,151,134,49,84,50,64,156,183,54,72,45,86,45,"Segkk18_pilon",145686,152717,7031,NA,NA,NA,NA,NA,NA,NA
"1710","Acerv_evm.TU.Segkk1800_pilon.3",11,2,20,28,14,23,14,8,14,19,4,19,9,20,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1711","Acerv_evm.TU.Segkk1800_pilon.4",109,1,174,225,79,152,46,51,170,172,56,52,41,82,26,NA,NA,NA,NA,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"1712","Acerv_evm.TU.Segkk1800_pilon.5",101,0,247,242,70,140,93,77,189,215,55,117,32,120,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1713","Acerv_evm.TU.Segkk1801_pilon.1",38,0,86,98,35,70,37,34,76,90,24,25,22,72,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1714","Acerv_evm.TU.Segkk1801_pilon.3",368,0,992,874,290,399,293,230,671,669,200,304,135,474,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1715","Acerv_evm.TU.Segkk1801_pilon.5",184,0,344,332,103,177,128,111,248,366,72,87,72,185,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1716","Acerv_evm.TU.Segkk1802_pilon.1",118,0,197,208,67,127,50,83,172,281,63,39,52,106,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1717","Acerv_evm.TU.Segkk1802_pilon.11",37,0,93,26,25,34,36,12,34,12,11,48,12,50,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1718","Acerv_evm.TU.Segkk1802_pilon.13",237,0,468,433,172,257,175,170,385,602,133,221,127,303,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1719","Acerv_evm.TU.Segkk1802_pilon.16",49,0,41,121,48,116,21,30,58,53,35,19,11,25,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1720","Acerv_evm.TU.Segkk1802_pilon.18",341,0,616,505,186,326,145,191,444,769,161,102,128,260,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1721","Acerv_evm.TU.Segkk1802_pilon.2",818,0,1768,1526,567,1108,490,756,1068,1709,500,216,492,888,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1722","Acerv_evm.TU.Segkk1802_pilon.20",25,0,45,53,22,34,18,17,45,40,15,16,16,34,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1723","Acerv_evm.TU.Segkk1802_pilon.4",369,0,800,638,264,463,205,277,514,721,199,208,192,433,113,NA,NA,NA,NA,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"1724","Acerv_evm.TU.Segkk1802_pilon.5",222,0,431,499,153,297,174,235,538,614,175,212,96,305,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1725","Acerv_evm.TU.Segkk1802_pilon.6",77,2,156,123,69,98,65,75,125,243,48,72,44,120,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1726","Acerv_evm.TU.Segkk1810_pilon.2",91,0,199,164,73,120,68,98,214,248,70,47,34,108,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1727","Acerv_evm.TU.Segkk1812_pilon.1",170,0,379,401,146,245,122,135,284,365,97,155,96,243,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1728","Acerv_evm.TU.Segkk1812_pilon.2",105,0,253,191,108,170,101,91,149,209,57,66,74,190,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1729","Acerv_evm.TU.Segkk1814_pilon.1",21,1,51,39,19,24,21,23,46,87,20,22,13,37,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1730","Acerv_evm.TU.Segkk1814_pilon.2",36,0,66,83,17,33,18,37,43,85,27,35,15,29,15,NA,NA,NA,NA,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"1731","Acerv_evm.TU.Segkk1816_pilon.1",264,0,479,429,170,315,219,178,472,528,132,236,145,437,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1732","Acerv_evm.TU.Segkk1817_pilon.1",148,0,315,308,92,195,122,141,309,462,101,115,83,178,89,NA,NA,NA,NA,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"1733","Acerv_evm.TU.Segkk1818_pilon.1",47,0,64,62,27,53,17,48,67,86,28,19,18,46,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1734","Acerv_evm.TU.Segkk1819_pilon.10",427,0,1020,842,316,528,268,259,766,1029,203,279,184,493,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1735","Acerv_evm.TU.Segkk1819_pilon.12",91,0,193,223,65,113,62,74,196,267,63,81,48,106,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1736","Acerv_evm.TU.Segkk1819_pilon.13",92,0,191,229,75,128,75,80,127,211,54,51,67,133,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1737","Acerv_evm.TU.Segkk1819_pilon.7",135,1,273,390,112,173,97,113,266,364,95,180,67,203,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1738","Acerv_evm.TU.Segkk1821_pilon.1",57,0,145,85,46,52,53,47,120,150,46,66,32,75,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1739","Acerv_evm.TU.Segkk1821_pilon.34",24,0,21,27,19,29,21,23,23,22,17,33,9,28,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1740","Acerv_evm.TU.Segkk1821_pilon.5",23,0,43,35,13,25,13,14,48,58,12,11,8,24,5,NA,NA,NA,NA,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"1741","Acerv_evm.TU.Segkk1822_pilon.1",213,0,505,449,187,295,154,176,340,460,116,150,118,271,90,"Segkk1822_pilon",514,8542,8028,NA,NA,NA,NA,NA,NA,NA
"1742","Acerv_evm.TU.Segkk1822_pilon.2",386,10,406,368,522,938,404,1163,250,484,96,224,739,1588,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1743","Acerv_evm.TU.Segkk1822_pilon.6",222,0,424,403,194,308,130,156,310,524,89,106,94,328,80,"Segkk1822_pilon",32868,44638,11770,NA,NA,NA,NA,NA,NA,NA
"1744","Acerv_evm.TU.Segkk1825_pilon.11",3124,0,7507,2249,2352,2881,1214,1570,5377,5559,759,629,1307,3904,705,"Segkk1825_pilon",70389,78354,7965,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"1745","Acerv_evm.TU.Segkk1825_pilon.3",17,0,20,58,21,25,12,24,30,36,8,9,16,17,8,"Segkk1825_pilon",16759,17550,791,NA,NA,NA,NA,NA,NA,NA
"1746","Acerv_evm.TU.Segkk1825_pilon.4",98,0,96,231,56,121,53,110,106,228,32,25,61,115,21,"Segkk1825_pilon",18751,22129,3378,NA,NA,NA,NA,NA,NA,NA
"1747","Acerv_evm.TU.Segkk1825_pilon.5",2392,0,6095,1857,1267,1310,1620,221,1528,1018,301,1928,632,2514,1008,"Segkk1825_pilon",24723,28520,3797,NA,NA,NA,NA,NA,NA,NA
"1748","Acerv_evm.TU.Segkk1825_pilon.6",1367,0,2994,569,698,707,685,105,274,229,58,626,355,1129,357,"Segkk1825_pilon",30088,34608,4520,NA,NA,NA,NA,NA,NA,NA
"1749","Acerv_evm.TU.Segkk1825_pilon.8",190,0,384,351,119,225,98,157,333,579,103,79,77,245,80,"Segkk1825_pilon",44227,46385,2158,NA,NA,NA,NA,NA,NA,NA
"1750","Acerv_evm.TU.Segkk1827_pilon.1",221,4,440,294,135,274,100,102,169,236,47,85,81,211,48,"Segkk1827_pilon",1087,2324,1237,NA,NA,NA,NA,NA,NA,NA
"1751","Acerv_evm.TU.Segkk1831_pilon.1",20,0,54,40,16,25,16,13,33,41,10,13,12,26,9,"Segkk1831_pilon",9905,10505,600,NA,NA,NA,NA,NA,NA,NA
"1752","Acerv_evm.TU.Segkk1831_pilon.3",145,0,170,250,93,191,72,175,215,283,73,50,56,158,57,"Segkk1831_pilon",17979,21775,3796,NA,NA,NA,NA,NA,NA,NA
"1753","Acerv_evm.TU.Segkk1833_pilon.2",615,29,1492,1225,542,909,363,474,951,1562,328,190,287,733,163,"Segkk1833_pilon",20927,42945,22018,NA,NA,NA,NA,NA,NA,NA
"1754","Acerv_evm.TU.Segkk1835_pilon.30",46,0,93,83,24,41,21,29,50,87,19,24,18,46,10,"Segkk1835_pilon",191193,194066,2873,NA,NA,NA,NA,NA,NA,NA
"1755","Acerv_evm.TU.Segkk1835_pilon.31",352,0,680,539,235,339,188,277,534,810,176,146,155,415,117,"Segkk1835_pilon",201953,214754,12801,NA,NA,NA,NA,NA,NA,NA
"1756","Acerv_evm.TU.Segkk1835_pilon.34",206,0,455,278,149,264,121,83,212,297,67,82,87,223,48,"Segkk1835_pilon",270238,293923,23685,NA,NA,NA,NA,NA,NA,NA
"1757","Acerv_evm.TU.Segkk1835_pilon.35",372,0,753,680,261,443,275,444,944,1094,274,241,149,415,191,"Segkk1835_pilon",294411,319481,25070,NA,NA,NA,NA,NA,NA,NA
"1758","Acerv_evm.TU.Segkk1837_pilon.2",45,0,74,79,37,68,36,31,36,58,28,20,31,51,18,"Segkk1837_pilon",52410,55160,2750,NA,NA,NA,NA,NA,NA,NA
"1759","Acerv_evm.TU.Segkk1837_pilon.3",21,0,42,42,24,30,19,22,40,40,15,22,17,28,17,"Segkk1837_pilon",55412,56635,1223,NA,NA,NA,NA,NA,NA,NA
"1760","Acerv_evm.TU.Segkk1838_pilon.7",19,2,18,14,10,22,11,15,8,17,17,21,7,21,7,"Segkk1838_pilon",61378,64263,2885,NA,NA,NA,NA,NA,NA,NA
"1761","Acerv_evm.TU.Segkk1839_pilon.10",341,0,690,631,234,406,209,163,515,805,232,311,179,450,171,"Segkk1839_pilon",106566,116738,10172,NA,NA,NA,NA,NA,NA,NA
"1762","Acerv_evm.TU.Segkk1839_pilon.11",999,0,2220,1536,632,1077,705,740,1476,2015,514,859,444,1292,380,"Segkk1839_pilon",120803,154723,33920,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"1763","Acerv_evm.TU.Segkk1839_pilon.2",159,0,387,160,95,111,138,28,127,68,29,152,35,175,84,"Segkk1839_pilon",8119,9747,1628,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"1764","Acerv_evm.TU.Segkk1839_pilon.3",489,0,1115,896,392,566,334,381,892,1149,264,321,261,599,188,"Segkk1839_pilon",11136,28605,17469,NA,NA,NA,NA,NA,NA,NA
"1765","Acerv_evm.TU.Segkk1839_pilon.6",272,0,428,549,177,336,194,251,688,862,220,267,106,308,134,"Segkk1839_pilon",64022,79483,15461,NA,NA,NA,NA,NA,NA,NA
"1766","Acerv_evm.TU.Segkk184_pilon.3",97,0,185,174,54,98,61,65,155,200,50,51,34,98,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1767","Acerv_evm.TU.Segkk184_pilon.4",255,0,457,283,201,303,192,247,385,442,134,180,136,303,98,NA,NA,NA,NA,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"1768","Acerv_evm.TU.Segkk1841_pilon.8",273,6,454,511,183,330,168,251,562,563,157,216,117,287,121,"Segkk1841_pilon",139441,145884,6443,NA,NA,NA,NA,NA,NA,NA
"1769","Acerv_evm.TU.Segkk1842_pilon.6",41,1,106,46,19,30,14,28,74,127,21,16,17,33,13,"Segkk1842_pilon",61079,62008,929,NA,NA,NA,NA,NA,NA,NA
"1770","Acerv_evm.TU.Segkk1843_pilon.4",442,0,914,645,258,545,185,244,372,598,129,288,234,403,123,"Segkk1843_pilon",90474,108676,18202,NA,NA,NA,NA,NA,NA,NA
"1771","Acerv_evm.TU.Segkk1846_pilon.1",349,0,678,641,282,409,221,266,575,761,232,220,182,475,122,"Segkk1846_pilon",34,6458,6424,NA,NA,NA,NA,NA,NA,NA
"1772","Acerv_evm.TU.Segkk1846_pilon.2",84,0,192,144,92,121,61,52,107,154,34,82,58,113,45,"Segkk1846_pilon",7558,24433,16875,NA,NA,NA,NA,NA,NA,NA
"1773","Acerv_evm.TU.Segkk1846_pilon.5",539,0,1185,997,409,642,424,466,1129,1298,371,373,288,653,276,"Segkk1846_pilon",49093,53195,4102,NA,NA,NA,NA,NA,NA,NA
"1774","Acerv_evm.TU.Segkk1848_pilon.1",64,0,71,106,45,71,32,31,17,27,28,56,26,108,25,"Segkk1848_pilon",1329,4061,2732,NA,NA,NA,NA,NA,NA,NA
"1775","Acerv_evm.TU.Segkk1848_pilon.2",195,0,374,339,121,241,117,225,481,700,165,105,80,204,59,"Segkk1848_pilon",7222,25217,17995,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"1776","Acerv_evm.TU.Segkk1848_pilon.3",320,0,441,608,286,486,175,374,766,1050,273,185,191,384,102,"Segkk1848_pilon",35584,47589,12005,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"1777","Acerv_evm.TU.Segkk1848_pilon.4",22,0,24,28,11,16,8,22,41,59,16,11,8,17,4,"Segkk1848_pilon",53976,54514,538,NA,NA,NA,NA,NA,NA,NA
"1778","Acerv_evm.TU.Segkk1849_pilon.1",139,0,308,328,127,178,132,139,310,355,115,139,56,217,79,"Segkk1849_pilon",59,5466,5407,NA,NA,NA,NA,NA,NA,NA
"1779","Acerv_evm.TU.Segkk1850_pilon.1",16,0,14,13,12,15,12,14,17,17,12,7,6,16,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1780","Acerv_evm.TU.Segkk1851_pilon.3",40,1,29,44,36,53,24,43,18,26,24,38,25,43,8,NA,NA,NA,NA,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"1781","Acerv_evm.TU.Segkk1851_pilon.5",63,0,95,123,34,78,34,45,114,131,24,41,29,65,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1782","Acerv_evm.TU.Segkk1852_pilon.1",149,0,258,283,77,153,109,119,345,356,110,111,72,151,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1783","Acerv_evm.TU.Segkk1852_pilon.2",163,239,229,322,109,265,158,239,298,300,143,260,87,218,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1784","Acerv_evm.TU.Segkk1852_pilon.3",702,8,1386,1367,458,800,458,647,1519,1912,456,618,352,786,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1785","Acerv_evm.TU.Segkk1854_pilon.1",35,0,43,31,28,44,24,22,36,38,20,23,15,41,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1786","Acerv_evm.TU.Segkk1854_pilon.2",12,0,33,24,6,11,12,6,22,27,23,14,6,17,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1787","Acerv_evm.TU.Segkk1854_pilon.4",714,6,1656,1208,438,859,507,445,1053,1342,424,566,301,998,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1788","Acerv_evm.TU.Segkk1854_pilon.5",145,0,464,285,155,194,138,147,274,421,88,90,92,265,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1789","Acerv_evm.TU.Segkk1854_pilon.6",335,0,715,691,247,375,257,235,523,601,143,274,165,331,147,NA,NA,NA,NA,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"1790","Acerv_evm.TU.Segkk1855_pilon.1",169,0,407,324,132,177,83,115,400,527,102,138,97,251,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1791","Acerv_evm.TU.Segkk1856_pilon.2",27,1,80,83,28,64,34,30,56,110,16,19,28,49,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1792","Acerv_evm.TU.Segkk1856_pilon.5",83,0,112,117,38,83,38,27,93,131,28,33,27,75,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1793","Acerv_evm.TU.Segkk1858_pilon.1",90,0,153,148,79,105,70,74,84,107,52,62,44,109,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1794","Acerv_evm.TU.Segkk1858_pilon.11",616,0,671,531,557,884,335,462,380,545,178,183,382,674,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1795","Acerv_evm.TU.Segkk1858_pilon.5",376,0,613,642,289,509,217,255,555,890,206,190,212,483,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1796","Acerv_evm.TU.Segkk1858_pilon.6",255,0,470,441,137,303,143,172,291,483,141,154,108,344,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1797","Acerv_evm.TU.Segkk1858_pilon.7",327,0,528,469,225,329,164,82,257,355,88,171,156,429,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1798","Acerv_evm.TU.Segkk1859_pilon.10",52,0,128,107,26,37,44,77,235,230,44,42,38,61,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1799","Acerv_evm.TU.Segkk1859_pilon.11",875,82,1776,1193,667,1190,485,566,891,1397,374,331,491,1146,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1800","Acerv_evm.TU.Segkk1859_pilon.8",55,0,109,101,24,70,33,29,98,129,22,9,19,44,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1801","Acerv_evm.TU.Segkk186_pilon.1",32,0,59,31,17,30,14,13,26,68,13,9,11,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
